piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
BuiJL06M,0.6648988085372816,0.9303512071942075,0.775539135664576,0.9938891313836753,0.9636055861193398,0.978513107004727,0.8769096464426015,0.8501904358865848,0.8633433605500644,0.9864687909209952,0.9564113415150233,0.9712075633863343,0.870362287210825,0.8438425730004232,0.8568972926514827
ChenGuang03M,0.565203658936576,0.9313689183373202,0.7034916026898608,0.9977917981072555,0.9690563725490197,0.9832141746969227,0.9324921135646688,0.9056372549019608,0.9188685110351259,0.9905362776025236,0.9620098039215687,0.9760646565122785,0.9258675078864353,0.899203431372549,0.912340690083929
ChenGuang06M,0.7007291464125996,0.9077479156696305,0.790916373133182,0.9949177877428999,0.970828471411902,0.982725527831094,0.9061285500747385,0.8841890315052509,0.8950243614351099,0.9898355754857997,0.9658693115519253,0.9777055957478223,0.9019431988041854,0.8801050175029171,0.8908902997194744
Chon08M,0.6007258236675443,0.8466128466128466,0.7027825761202108,0.9848700605197579,0.8838658146964856,0.9316383229499915,0.8435386258454967,0.7570287539936102,0.7979457821182017,0.9702741189035244,0.8707667731629393,0.9178312847280686,0.8319686721253114,0.7466453674121406,0.7870011786496043
Huang10M,0.5329679515126087,0.9460833944302854,0.681831810738331,0.9883926318445622,0.9147594581971041,0.9501516070345664,0.7976280595508454,0.7382064455861747,0.7667677380230442,0.9717385818824124,0.8993460999532928,0.9341419041843542,0.7847590209437295,0.726296123306866,0.7543966040024258
Huang18M,0.47175506428900066,0.9322010526611011,0.6264733807830858,0.9824077999152183,0.9070450097847358,0.9432234432234432,0.8357354811360747,0.771624266144814,0.8024013024013025,0.9590928359474353,0.8855185909980431,0.9208384208384207,0.8172954641797372,0.7545988258317026,0.7846967846967848
KOLESO06M_18-1,0.45322169639606846,0.9292200522453041,0.6092736837812488,0.9959413050265377,0.9611328713467912,0.9782275375651641,0.9400561973150172,0.9072009641458271,0.9233363998773383,0.9915704027474243,0.9569147333534197,0.9739343759582949,0.9366219169528567,0.9038867128653209,0.9199632014719412
KOLESO06M_18-4,0.6405983071905575,0.9069508575197889,0.7508532811504506,0.9958432304038005,0.9718922051579253,0.9837219533655962,0.9216152019002375,0.8994494349463924,0.9103974189763895,0.9931710213776722,0.9692842654303101,0.9810822701275846,0.9189429928741093,0.8968414952187772,0.9077577357383781
KabuliL10M,0.5368796270907595,0.927479786051224,0.6800857729332848,0.9919011082693947,0.964759535655058,0.9781420765027322,0.8478260869565217,0.8246268656716418,0.8360655737704918,0.9825234441602728,0.9556384742951907,0.9688944934846574,0.8397271952259164,0.8167495854063018,0.8280790248003362
KaszoS16M,0.7398787878787879,0.8493506493506493,0.7908443100842152,0.9817470664928292,0.8905972797161443,0.933953488372093,0.8207301173402868,0.7445298639858072,0.7807751937984497,0.9569752281616688,0.8681253696037847,0.9103875968992248,0.8005215123859192,0.7261975162625666,0.7615503875968992
LeungM06M,0.6031263631700805,0.8406438120945273,0.702347858123723,0.9850340136054422,0.8706108706108706,0.9242946508362057,0.846530612244898,0.7481962481962482,0.7943316736882421,0.9717006802721089,0.8588263588263588,0.9117834801480914,0.8348299319727891,0.7378547378547379,0.7833524830843865
LeungR02M,0.4817223221002435,0.944288927768058,0.6379824213308116,0.9990589711417817,0.9769938650306749,0.9879032258064516,0.9636135508155583,0.9423312883435583,0.9528535980148882,0.9962358845671268,0.9742331288343559,0.9851116625310173,0.9611041405269761,0.939877300613497,0.9503722084367245
Levitsky05M,0.5036346029696579,0.9344664845958507,0.6545154037183704,0.9955342902711324,0.9644622991347342,0.9797520012556898,0.9272727272727272,0.8983312731767614,0.9125725945691414,0.9917065390749601,0.9607540173053152,0.9759849317218646,0.9237639553429027,0.8949320148331273,0.9091194474964682
Lin11M,0.649744456162504,0.9364740451534516,0.7671942026571155,0.9801273885350319,0.9077394997640397,0.9425456327330639,0.9103184713375796,0.8430863614912695,0.8754134509371554,0.953375796178344,0.8829636621047664,0.916819796643391,0.8886624203821656,0.8230297310051912,0.8545877741026584
LuoJ09M,0.5289467665389673,0.9543545991004003,0.6806476296988471,0.9869942196531792,0.9508120649651972,0.9685653509808556,0.9120905587668593,0.8786542923433874,0.8950602694398486,0.9605009633911368,0.9252900232018562,0.9425667690853226,0.88752408477842,0.8549883990719258,0.8709524935003545
MunA12M,0.6507248231943422,0.9235712906925252,0.7635040949944852,0.9811570247933884,0.9266312831720263,0.9531149646756584,0.8889256198347107,0.8395254448954106,0.863519588953115,0.9596694214876033,0.9063378083047143,0.9322414900449583,0.8700826446280991,0.8217296284733063,0.8452151573538856
Nikiforov14M,0.5459840407168854,0.9203188906992984,0.685369190671644,0.9932489451476794,0.9431089743589743,0.9675297986025484,0.829535864978903,0.7876602564102564,0.8080558980682285,0.9873417721518988,0.9375,0.9617755856966709,0.8244725738396624,0.7828525641025641,0.8031237155774764
WongWY08M,0.5035580320927793,0.9671006200814051,0.6622764356146729,0.9931442080378251,0.9493785310734463,0.9707683419988445,0.9174940898345154,0.8770621468926554,0.8968226458694397,0.9735224586288416,0.9306214689265536,0.9515886770652802,0.8995271867612293,0.8598870056497175,0.879260543038706
YeF11M,0.7218436955022914,0.8946892200970166,0.7990258246259861,0.9856399210195657,0.8981027150801439,0.9398373983739837,0.9012744570095136,0.8212299640170101,0.8593923833975182,0.9687668282175552,0.8827281648675172,0.9237483953786906,0.8865553760545682,0.8078181223421655,0.8453572956782199
ZhangH05M,0.528054373424782,0.9192950908110052,0.6707955544475207,0.9951737451737451,0.9629514321295143,0.9787974683544304,0.9356499356499357,0.9053549190535491,0.920253164556962,0.9877734877734877,0.9557907845579079,0.9715189873417722,0.9288931788931789,0.8988169364881694,0.913607594936709
