model,polyphony,dynamics,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
OaF,8,2,random,disklavier,RANDOM_P08_D2,0.7282284203343569,0.3593858522930566,0.4812643564775017,0.9077669902912622,0.56071964017991,0.6932344763670066,0.3228155339805825,0.1994002998500749,0.2465245597775718,0.6432038834951457,0.3973013493253373,0.4911955514365153,0.2305825242718446,0.1424287856071964,0.1760889712696941
OaF,9,0,random,disklavier,RANDOM_P09_D0,0.6737311351297505,0.5059614539401703,0.5779166332879382,0.8732970027247956,0.8281653746770026,0.850132625994695,0.1920980926430517,0.1821705426356589,0.1870026525198939,0.1825613079019073,0.1731266149870801,0.1777188328912466,0.0245231607629427,0.0232558139534883,0.0238726790450928
OaF,9,1,random,disklavier,RANDOM_P09_D1,0.7376212611156022,0.4095933712404608,0.5267101212237829,0.8580060422960725,0.7235668789808917,0.7850725639253628,0.2039274924471299,0.1719745222929936,0.1865929509329647,0.459214501510574,0.3872611464968153,0.4201796821008984,0.1178247734138972,0.0993630573248407,0.1078092605390463
OaF,9,2,random,disklavier,RANDOM_P09_D2,0.7529160768049767,0.3531309617326899,0.4807715568004584,0.8872340425531915,0.5515873015873016,0.6802610114192496,0.2914893617021276,0.1812169312169312,0.2234910277324633,0.6340425531914894,0.3941798941798942,0.4861337683523655,0.202127659574468,0.1256613756613756,0.1549755301794453
OaF,10,0,random,disklavier,RANDOM_P10_D0,0.6958780456271083,0.4982956984269928,0.5807413510676906,0.8762376237623762,0.8213457076566125,0.8479041916167664,0.1806930693069307,0.1693735498839907,0.1748502994011976,0.1745049504950495,0.1635730858468677,0.1688622754491018,0.0334158415841584,0.031322505800464,0.0323353293413173
OaF,10,1,random,disklavier,RANDOM_P10_D1,0.6740430782436093,0.423015091449301,0.5198090716808622,0.8478561549100968,0.696590909090909,0.7648159700561448,0.1936376210235131,0.1590909090909091,0.1746724890829694,0.4619640387275242,0.3795454545454545,0.4167186525265128,0.1217150760719225,0.1,0.1097941359950093
OaF,10,2,random,disklavier,RANDOM_P10_D2,0.7447332115291397,0.3362231499562319,0.4632870579775698,0.8715953307392996,0.5352449223416965,0.6632124352331606,0.2665369649805447,0.1636798088410991,0.2028127313101406,0.6264591439688716,0.3847072879330944,0.4766839378238341,0.1964980544747081,0.1206690561529271,0.1495188749074759
OaF,11,0,random,disklavier,RANDOM_P11_D0,0.6511903058060207,0.5222528313437405,0.5796377688600123,0.8629385964912281,0.8232217573221757,0.8426124197002142,0.1644736842105263,0.1569037656903765,0.1605995717344754,0.175438596491228,0.1673640167364016,0.171306209850107,0.0230263157894736,0.0219665271966527,0.0224839400428265
OaF,11,1,random,disklavier,RANDOM_P11_D1,0.648356956864963,0.4210059216868391,0.5105135472379035,0.8605898123324397,0.6632231404958677,0.7491248541423571,0.2010723860589812,0.1549586776859504,0.1750291715285881,0.470509383378016,0.3626033057851239,0.4095682613768961,0.1099195710455764,0.0847107438016528,0.0956826137689614
OaF,11,2,random,disklavier,RANDOM_P11_D2,0.75722761596548,0.3223428925676762,0.4521926787238497,0.8698752228163993,0.5264293419633226,0.6559139784946236,0.2709447415329768,0.1639697950377562,0.2043010752688172,0.6149732620320856,0.372168284789644,0.4637096774193548,0.1978609625668449,0.1197411003236245,0.1491935483870967
OaF,12,0,random,disklavier,RANDOM_P12_D0,0.5980314607474578,0.5143534461596729,0.5530451570088384,0.861336032388664,0.8127984718242598,0.8363636363636362,0.1548582995951417,0.1461318051575931,0.1503685503685503,0.1761133603238866,0.166189111747851,0.171007371007371,0.0222672064777327,0.0210124164278892,0.0216216216216216
OaF,12,1,random,disklavier,RANDOM_P12_D1,0.6455114012462624,0.3967244160763133,0.4914245499409189,0.8580246913580247,0.6581439393939394,0.744908896034298,0.1765432098765432,0.1354166666666666,0.1532690246516612,0.4518518518518518,0.3465909090909091,0.3922829581993569,0.091358024691358,0.0700757575757575,0.0793140407288317
OaF,12,2,random,disklavier,RANDOM_P12_D2,0.7490151358075886,0.3040419697150351,0.4325160260407572,0.8690476190476191,0.503448275862069,0.6375545851528385,0.2431972789115646,0.1408866995073891,0.1784154709918902,0.6224489795918368,0.3605911330049261,0.4566437928883343,0.1785714285714285,0.1034482758620689,0.131004366812227
OaF,13,0,random,disklavier,RANDOM_P13_D0,0.5326615705350938,0.5260775820205513,0.5293491043302918,0.8293577981651377,0.7936786654960492,0.8111260655002244,0.1348623853211009,0.1290605794556628,0.1318977119784656,0.1660550458715596,0.1589113257243195,0.1624046657694033,0.0348623853211009,0.0333625987708516,0.0340960071781067
OaF,13,1,random,disklavier,RANDOM_P13_D1,0.6522860987843805,0.3797600315986454,0.4800409249028033,0.8547619047619047,0.6281714785651793,0.724155320221886,0.1523809523809524,0.1119860017497812,0.1290973272818961,0.4357142857142857,0.3202099737532808,0.3691376701966717,0.0833333333333333,0.0612423447069116,0.0706001008572869
OaF,13,2,random,disklavier,RANDOM_P13_D2,0.7476211412241309,0.3082605514803472,0.4365301659920327,0.8446909667194928,0.4836660617059891,0.6151182919792268,0.2266244057052298,0.1297640653357532,0.1650317368724755,0.595879556259905,0.3411978221415608,0.4339296018465089,0.1695721077654516,0.0970961887477313,0.1234852856318522
OaF,14,0,random,disklavier,RANDOM_P14_D0,0.5689256377732709,0.5041958714548493,0.534608532702745,0.8407310704960835,0.7885714285714286,0.8138163437236731,0.144473455178416,0.1355102040816326,0.1398483572030328,0.1662315056570931,0.1559183673469387,0.1609098567818028,0.0295909486510008,0.0277551020408163,0.0286436394271272
OaF,14,1,random,disklavier,RANDOM_P14_D1,0.6120470453787915,0.3865511848911344,0.4738392346966988,0.8225108225108225,0.6104417670682731,0.7007837713231905,0.158008658008658,0.1172690763052208,0.1346242508068234,0.4329004329004329,0.321285140562249,0.3688335638543107,0.0854978354978355,0.0634538152610441,0.0728446288612263
OaF,14,2,random,disklavier,RANDOM_P14_D2,0.7456650086002511,0.2892765681170572,0.416841722287432,0.8516320474777448,0.4791318864774624,0.6132478632478633,0.2002967359050445,0.1126878130217028,0.1442307692307692,0.5741839762611276,0.3230383973288814,0.4134615384615384,0.1468842729970326,0.0826377295492487,0.1057692307692307
OaF,15,0,random,disklavier,RANDOM_P15_D0,0.4756660449899455,0.5123563476387143,0.4933299474284232,0.8319672131147541,0.7660377358490567,0.7976424361493125,0.1245901639344262,0.1147169811320754,0.1194499017681729,0.1745901639344262,0.160754716981132,0.1673870333988212,0.0360655737704918,0.0332075471698113,0.0345776031434184
OaF,15,1,random,disklavier,RANDOM_P15_D1,0.6254114791180094,0.3817691962281095,0.4741211652272109,0.8450106157112527,0.5958083832335329,0.6988586479367865,0.1740976645435244,0.122754491017964,0.1439859525899912,0.440552016985138,0.3106287425149701,0.3643546971027217,0.0955414012738853,0.0673652694610778,0.0790166812993854
OaF,15,2,random,disklavier,RANDOM_P15_D2,0.7423186008035926,0.28194396130929,0.4086691334932704,0.8535564853556485,0.4770070148090413,0.612,0.203626220362622,0.1137957911145752,0.146,0.5801952580195258,0.3242400623538581,0.416,0.1436541143654114,0.0802805923616523,0.103
OaF,16,0,random,disklavier,RANDOM_P16_D0,0.4528177715697862,0.5321348527415638,0.4892826563338993,0.8095238095238095,0.7595744680851064,0.7837541163556532,0.128495842781557,0.1205673758865248,0.1244054152945481,0.1655328798185941,0.1553191489361702,0.1602634467618002,0.0256991685563114,0.0241134751773049,0.0248810830589096
OaF,16,1,random,disklavier,RANDOM_P16_D1,0.3414068347830576,0.5566503240467974,0.4232341412686985,0.802943581357318,0.6871938418474458,0.7405731523378583,0.0915780866721177,0.0783764870538838,0.0844645550527903,0.2117743254292722,0.1812456263121063,0.1953242835595776,0.0220768601798855,0.0188943317004898,0.0203619909502262
OaF,16,2,random,disklavier,RANDOM_P16_D2,0.7209060877772534,0.2813466922056873,0.4047373022812177,0.8342036553524804,0.463379260333575,0.5958041958041959,0.1906005221932115,0.1058738216098622,0.1361305361305361,0.5574412532637075,0.3096446700507614,0.3981351981351981,0.1409921671018277,0.0783176214648295,0.1006993006993006
OaF,17,0,random,disklavier,RANDOM_P17_D0,0.5122241812512911,0.5278868386004347,0.5199375807670739,0.8224163027656477,0.7538358905937291,0.7866341802993387,0.1411935953420669,0.1294196130753835,0.1350504698920988,0.1652110625909752,0.1514342895263509,0.1580229725026105,0.0262008733624454,0.0240160106737825,0.0250609119387399
OaF,17,1,random,disklavier,RANDOM_P17_D1,0.5841051304695697,0.3832219085821819,0.4628049746869889,0.8397737983034873,0.5842622950819673,0.6890951276102089,0.1508011310084825,0.1049180327868852,0.1237432327919566,0.4476908576814326,0.3114754098360656,0.3673627223511215,0.0706880301602262,0.0491803278688524,0.0580046403712296
OaF,17,2,random,disklavier,RANDOM_P17_D2,0.703244523239812,0.2808681098853215,0.4014153530421244,0.8253968253968254,0.4620642515379357,0.5924627519719543,0.1733821733821733,0.0970608339029391,0.1244522348816827,0.5714285714285714,0.3198906356801094,0.4101665205959685,0.1221001221001221,0.0683526999316473,0.0876424189307625
OaF,18,0,random,disklavier,RANDOM_P18_D0,0.4285212871619855,0.53679208217179,0.476584788521833,0.8338008415147266,0.7435897435897436,0.7861157024793389,0.1164095371669004,0.1038148843026891,0.1097520661157024,0.1626928471248246,0.1450906816760475,0.1533884297520661,0.0245441795231416,0.0218886804252657,0.0231404958677685
OaF,18,1,random,disklavier,RANDOM_P18_D1,0.4709224463292886,0.3798256770911267,0.420496812417981,0.8431372549019608,0.5608695652173913,0.6736292428198434,0.1419234360410831,0.0944099378881987,0.113390525923163,0.4397759103641456,0.2925465838509317,0.3513614323013801,0.0793650793650793,0.0527950310559006,0.0634091756807161
OaF,18,2,random,disklavier,RANDOM_P18_D2,0.7113611402007611,0.2604968525810706,0.3813465330266185,0.831764705882353,0.4520460358056266,0.5857497928748964,0.1729411764705882,0.0939897698209718,0.1217895608947804,0.548235294117647,0.2979539641943734,0.3860811930405964,0.1141176470588235,0.0620204603580562,0.08036454018227
OaF,19,0,random,disklavier,RANDOM_P19_D0,0.4447809725622009,0.5393977793334456,0.487541248838625,0.7966751918158568,0.7364066193853428,0.7653562653562653,0.1035805626598465,0.0957446808510638,0.0995085995085995,0.1585677749360614,0.1465721040189125,0.1523341523341523,0.0217391304347826,0.0200945626477541,0.0208845208845208
OaF,19,1,random,disklavier,RANDOM_P19_D1,0.6235100799529112,0.3379175287878318,0.4382960994181453,0.8268359020852222,0.5355255431591309,0.6500356379187455,0.1368993653671804,0.0886670581327069,0.1076265146115466,0.4351767905711695,0.2818555490311215,0.3421240199572344,0.0616500453309156,0.0399295361127422,0.0484675694939415
OaF,19,2,random,disklavier,RANDOM_P19_D2,0.708865622898857,0.26152708072168,0.3820876976692262,0.8400460299194477,0.4400241109101868,0.5775316455696202,0.1714614499424626,0.0898131404460518,0.117879746835443,0.57307249712313,0.3001808318264014,0.3939873417721518,0.1219792865362485,0.0638939119951778,0.0838607594936708
OaF,20,0,random,disklavier,RANDOM_P20_D0,0.4745635647322038,0.5115901217730972,0.4923817356111829,0.8218649517684887,0.7171717171717171,0.7659574468085106,0.1260450160771704,0.1099887766554433,0.1174707821396464,0.1530546623794212,0.1335578002244669,0.142643092598142,0.0199356913183279,0.0173961840628507,0.0185795624812706
OaF,20,1,random,disklavier,RANDOM_P20_D1,0.5529885218832935,0.34815528750242,0.427292238634045,0.8146513680494263,0.511924570160843,0.6287465940054496,0.1385701676963812,0.0870770937326677,0.1069482288828337,0.4307149161518093,0.2706600110926234,0.332425068119891,0.0803177405119152,0.050471436494731,0.0619891008174386
OaF,20,2,random,disklavier,RANDOM_P20_D2,0.6854746519379565,0.2397547107076267,0.3552541315871531,0.744343891402715,0.3732274532047646,0.4971666037023045,0.1414027149321267,0.0709018718094157,0.0944465432565168,0.5180995475113123,0.2597844583096994,0.3460521344918775,0.0927601809954751,0.0465116279069767,0.061956932376275
OaF,21,0,random,disklavier,RANDOM_P21_D0,0.432771512686397,0.5250210446145829,0.4744537842522508,0.8263058527375708,0.698404255319149,0.7569904871720957,0.1101321585903083,0.0930851063829787,0.1008936292879792,0.1680302076777847,0.1420212765957446,0.1539348515422311,0.0213971050975456,0.0180851063829787,0.0196021908330931
OaF,21,1,random,disklavier,RANDOM_P21_D1,0.5524143397146689,0.3632183631582323,0.4382696940088421,0.808242220353238,0.5065893516078018,0.6228127025275438,0.1185870479394449,0.0743278861360042,0.0913804277381723,0.4465937762825904,0.2799156562994201,0.3441348023331173,0.0723296888141295,0.0453347390616763,0.0557355800388852
OaF,21,2,random,disklavier,RANDOM_P21_D2,0.6571404169913847,0.2467421062969242,0.3587727529710732,0.7408993576017131,0.3730458221024259,0.4962352097525995,0.1413276231263383,0.0711590296495956,0.0946575833632126,0.5096359743040685,0.2566037735849056,0.3413409824309788,0.0985010706638115,0.0495956873315363,0.0659734671925421
OaF,22,0,random,disklavier,RANDOM_P22_D0,0.4341386284476928,0.5232533666007186,0.4745485654393569,0.8223289315726291,0.6933198380566802,0.7523338824821527,0.1050420168067226,0.0885627530364372,0.0961010433827567,0.1644657863145258,0.138663967611336,0.1504667764964305,0.0192076830732292,0.0161943319838056,0.0175727622185612
OaF,22,1,random,disklavier,RANDOM_P22_D1,0.4595367497199933,0.3830738972051306,0.4178360059099977,0.8220198675496688,0.4992458521870286,0.6212073819205506,0.1241721854304635,0.0754147812971342,0.093837973099781,0.4246688741721854,0.2579185520361991,0.3209258680012511,0.0662251655629139,0.0402212166918049,0.0500469189865499
OaF,22,2,random,disklavier,RANDOM_P22_D2,0.6479743782527608,0.253949241531326,0.3648925436245116,0.7656090071647902,0.3816326530612245,0.5093632958801498,0.150460593654043,0.075,0.1001021450459652,0.5087001023541453,0.2535714285714285,0.3384405856315968,0.0992835209825998,0.0494897959183673,0.066053796390875
OaF,23,0,random,disklavier,RANDOM_P23_D0,0.4634022017595541,0.5123584650178954,0.4866522065571035,0.822637106184364,0.6805019305019305,0.7448494453248812,0.1137689614935822,0.0941119691119691,0.1030110935023771,0.1651108518086347,0.1365830115830116,0.1494981510829371,0.014585764294049,0.012065637065637,0.0132065504490227
OaF,23,1,random,disklavier,RANDOM_P23_D1,0.6097547211072469,0.3163490500781384,0.4165738933468276,0.8220198675496688,0.4780934039480019,0.6045662100456621,0.1274834437086092,0.0741454020221473,0.0937595129375951,0.4354304635761589,0.2532498796340876,0.3202435312024352,0.0736754966887417,0.0428502648050072,0.0541856925418569
OaF,23,2,random,disklavier,RANDOM_P23_D2,0.6904016913319239,0.2390743336981628,0.3551620911016431,0.765,0.3720817120622568,0.50065445026178,0.137,0.0666342412451361,0.0896596858638743,0.513,0.2495136186770428,0.3357329842931937,0.092,0.0447470817120622,0.0602094240837696
OaF,24,0,random,disklavier,RANDOM_P24_D0,0.4577721052348211,0.5069319014768651,0.4810994504744692,0.8314220183486238,0.6712962962962963,0.742827868852459,0.1141055045871559,0.0921296296296296,0.1019467213114754,0.169151376146789,0.136574074074074,0.1511270491803278,0.0194954128440367,0.0157407407407407,0.0174180327868852
OaF,24,1,random,disklavier,RANDOM_P24_D1,0.4817343313936559,0.377157787675797,0.4230795710938837,0.81656346749226,0.4888785912882298,0.6115942028985507,0.109907120743034,0.0658016682113067,0.0823188405797101,0.4086687306501548,0.2446709916589434,0.3060869565217392,0.0557275541795665,0.0333642261353104,0.0417391304347826
OaF,24,2,random,disklavier,RANDOM_P24_D2,0.7197129123009104,0.2279280227296643,0.3462128639017944,0.7638623326959847,0.3724941724941725,0.5007834534628643,0.150095602294455,0.0731934731934731,0.0984017549357568,0.5124282982791587,0.2498834498834498,0.3359448448762143,0.1032504780114722,0.0503496503496503,0.067690379191476
Kong,1,0,random,disklavier,RANDOM_P01_D0,0.7607528755663995,0.9187573665600268,0.8323227700873279,0.8144329896907216,0.9404761904761904,0.8729281767955801,0.6288659793814433,0.7261904761904762,0.6740331491712707,0.1546391752577319,0.1785714285714285,0.1657458563535911,0.1546391752577319,0.1785714285714285,0.1657458563535911
Kong,1,1,random,disklavier,RANDOM_P01_D1,0.7949120838009727,0.8935991252418202,0.8413716638948284,0.8571428571428571,0.9176470588235294,0.8863636363636362,0.6593406593406593,0.7058823529411765,0.6818181818181818,0.5274725274725275,0.5647058823529412,0.5454545454545454,0.4395604395604395,0.4705882352941176,0.4545454545454545
Kong,1,2,random,disklavier,RANDOM_P01_D2,0.7654430789133247,0.7961483474896981,0.7804938373387197,0.8072289156626506,0.8481012658227848,0.8271604938271606,0.6024096385542169,0.6329113924050633,0.6172839506172839,0.5783132530120482,0.6075949367088608,0.5925925925925926,0.4578313253012048,0.4810126582278481,0.4691358024691358
Kong,2,0,random,disklavier,RANDOM_P02_D0,0.7389875362813727,0.728722956477818,0.7338193531979825,0.7772020725388601,0.9146341463414634,0.8403361344537815,0.4818652849740932,0.5670731707317073,0.5210084033613445,0.1450777202072538,0.1707317073170731,0.1568627450980392,0.0984455958549222,0.1158536585365853,0.1064425770308123
Kong,2,1,random,disklavier,RANDOM_P02_D1,0.7464112488364117,0.6409609154781438,0.6896785875961974,0.8263473053892215,0.8165680473372781,0.8214285714285715,0.4311377245508982,0.4260355029585799,0.4285714285714285,0.5089820359281437,0.5029585798816568,0.5059523809523809,0.281437125748503,0.2781065088757396,0.2797619047619047
Kong,2,2,random,disklavier,RANDOM_P02_D2,0.8139404159640248,0.6703421573166113,0.7351950150011539,0.8701298701298701,0.8375,0.8535031847133757,0.5194805194805194,0.5,0.5095541401273885,0.6103896103896104,0.5875,0.5987261146496815,0.3961038961038961,0.38125,0.3885350318471337
Kong,3,0,random,disklavier,RANDOM_P03_D0,0.7119738264247948,0.6843080551422074,0.6978668575518969,0.8115942028985508,0.8888888888888888,0.8484848484848485,0.4420289855072464,0.4841269841269841,0.4621212121212121,0.1594202898550724,0.1746031746031746,0.1666666666666666,0.0942028985507246,0.1031746031746031,0.0984848484848485
Kong,3,1,random,disklavier,RANDOM_P03_D1,0.7348447672326365,0.630406107041621,0.6786307743436357,0.7934782608695652,0.8488372093023255,0.8202247191011235,0.3840579710144927,0.4108527131782946,0.3970037453183521,0.5,0.5348837209302325,0.5168539325842696,0.2572463768115942,0.2751937984496124,0.2659176029962546
Kong,3,2,random,disklavier,RANDOM_P03_D2,0.7769659292749879,0.5399635292467386,0.6371385537183244,0.848780487804878,0.7280334728033473,0.7837837837837837,0.4146341463414634,0.3556485355648535,0.3828828828828829,0.6536585365853659,0.5606694560669456,0.6036036036036037,0.3317073170731707,0.2845188284518828,0.3063063063063063
Kong,4,0,random,disklavier,RANDOM_P04_D0,0.7122942014140455,0.5998274846419255,0.6512408775796892,0.8126721763085399,0.8727810650887574,0.8416547788873039,0.3443526170798898,0.3698224852071006,0.3566333808844507,0.1597796143250688,0.1715976331360946,0.1654778887303851,0.0798898071625344,0.0857988165680473,0.0827389443651925
Kong,4,1,random,disklavier,RANDOM_P04_D1,0.705629045150976,0.5758627946127947,0.6341757337690178,0.7570332480818415,0.8629737609329446,0.8065395095367849,0.3145780051150895,0.358600583090379,0.335149863760218,0.4833759590792839,0.5510204081632653,0.5149863760217983,0.227621483375959,0.2594752186588921,0.2425068119891008
Kong,4,2,random,disklavier,RANDOM_P04_D2,0.7598083258460617,0.5340715323242743,0.6272483404002819,0.8181818181818182,0.7523219814241486,0.7838709677419355,0.3838383838383838,0.3529411764705882,0.3677419354838709,0.5892255892255892,0.541795665634675,0.5645161290322581,0.2996632996632997,0.2755417956656347,0.2870967741935484
Kong,5,0,random,disklavier,RANDOM_P05_D0,0.7391676473734888,0.5817027582258445,0.6510492739420096,0.8008658008658008,0.8788598574821853,0.8380520951302377,0.2987012987012987,0.3277909738717339,0.3125707814269535,0.1385281385281385,0.1520190023752969,0.1449603624009059,0.0670995670995671,0.0736342042755344,0.0702151755379388
Kong,5,1,random,disklavier,RANDOM_P05_D1,0.7217632104594153,0.5354550812494737,0.6148045745884126,0.7931034482758621,0.863849765258216,0.8269662921348314,0.2887931034482758,0.3145539906103286,0.3011235955056179,0.5107758620689655,0.5563380281690141,0.5325842696629214,0.1875,0.204225352112676,0.1955056179775281
