model,genre,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
OaF,Latin,genre,disklavier,Latin_05,0.9222846757093331,0.8994141105804736,0.91070582859042,0.97678916827853,0.9132007233273056,0.9439252336448598,0.8336557059961315,0.779385171790235,0.805607476635514,0.8491295938104448,0.7938517179023508,0.8205607476635514,0.7446808510638298,0.6962025316455697,0.719626168224299
OaF,Latin,genre,disklavier,Latin_06,0.9187651331719128,0.8979116956873262,0.9082187272491548,0.9776223776223776,0.9161205766710354,0.945872801082544,0.8671328671328671,0.8125819134993447,0.8389715832205683,0.6125874125874126,0.5740498034076016,0.5926928281461434,0.5524475524475524,0.5176933158584535,0.5345060893098782
OaF,Latin,genre,disklavier,Latin_07,0.9764464925755248,0.859210265467587,0.914084669069714,0.94321206743567,0.8635255889520714,0.9016115351993214,0.6903283052351376,0.6320064987814785,0.6598812553011026,0.8748890860692103,0.8009748172217709,0.8363019508057676,0.6379769299023957,0.5840779853777417,0.6098388464800678
OaF,Latin,genre,disklavier,Latin_08,0.9805465911398976,0.9237785431815284,0.951316437681318,0.9757142857142858,0.8734015345268542,0.921727395411606,0.8242857142857143,0.7378516624040921,0.7786774628879891,0.7957142857142857,0.7122762148337596,0.7516869095816464,0.6685714285714286,0.59846547314578,0.631578947368421
OaF,Latin,genre,disklavier,Latin_09,0.8636646822649868,0.8819340131125524,0.8727037448304202,0.9919839679358716,0.953757225433526,0.9724950884086444,0.7434869739478958,0.7148362235067437,0.7288801571709234,0.781563126252505,0.7514450867052023,0.7662082514734774,0.591182364729459,0.5684007707129094,0.5795677799607072
OaF,Latin,genre,disklavier,Latin_10,0.9465717184174408,0.8390401297693773,0.8895680864387928,0.9846678023850084,0.7675962815405046,0.8626865671641791,0.8347529812606473,0.650730411686587,0.7313432835820896,0.807495741056218,0.6294820717131474,0.7074626865671643,0.7103918228279387,0.5537848605577689,0.6223880597014925
OaF,Pop,genre,disklavier,Pop_01,0.9468535510439996,0.8163832305488071,0.8767913293637519,0.990990990990991,0.9217877094972068,0.9551374819102748,0.8018018018018018,0.7458100558659218,0.7727930535455861,0.90990990990991,0.8463687150837989,0.8769898697539797,0.7417417417417418,0.6899441340782123,0.7149059334298118
OaF,Pop,genre,disklavier,Pop_02,0.8426298303899283,0.9113242904052126,0.8756318345501999,0.987034035656402,0.9500780031201248,0.9682034976152624,0.6677471636952999,0.6427457098283932,0.6550079491255962,0.7779578606158833,0.748829953198128,0.7631160572337042,0.5445705024311183,0.5241809672386896,0.534181240063593
OaF,Pop,genre,disklavier,Pop_03,0.9220635950681376,0.7919936680638544,0.8520935030044257,0.9709443099273608,0.9021372328458944,0.9352769679300292,0.7167070217917676,0.6659167604049494,0.6903790087463557,0.6876513317191283,0.6389201349831272,0.6623906705539359,0.4987893462469733,0.4634420697412823,0.480466472303207
OaF,Pop,genre,disklavier,Pop_04,0.9731091955668834,0.6915007275206301,0.8084845672953954,0.95,0.8605072463768116,0.903041825095057,0.578,0.5235507246376812,0.5494296577946769,0.864,0.782608695652174,0.8212927756653993,0.519,0.4701086956521739,0.4933460076045627
OaF,Pop,genre,disklavier,Pop_05,0.9371757634773266,0.8837890470385206,0.909699814217268,0.9823529411764704,0.9043321299638988,0.9417293233082706,0.8196078431372549,0.7545126353790613,0.7857142857142857,0.8549019607843137,0.7870036101083032,0.819548872180451,0.7215686274509804,0.6642599277978339,0.6917293233082706
OaF,Pop,genre,disklavier,Pop_06,0.8467219152854512,0.809967585089141,0.8279370453072102,0.9817158931082982,0.9426063470627954,0.961763692731657,0.6856540084388185,0.6583389601620526,0.6717189114708921,0.80098452883263,0.7690749493585415,0.7847054770926627,0.5738396624472574,0.550979068197164,0.562177058215639
