model,genre,midiset,audioset,piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
OaF,Blues,genre,disklavier,Blues_01,0.757219079282516,0.6769901958434211,0.7148606576049813,0.9816059426954368,0.9107318674105678,0.9448416751787538,0.7042801556420234,0.6534296028880866,0.6779026217228464,0.563494870887867,0.5228093206432557,0.5423901940755874,0.4039617969579059,0.3747948802100426,0.3888321416411304
OaF,Blues,genre,disklavier,Blues_02,0.8244880902632679,0.6327919177109345,0.7160317810065714,0.7579666160849773,0.8724890829694323,0.8112058465286237,0.4430955993930197,0.5100436681222708,0.4742184328055217,0.5796661608497724,0.6672489082969433,0.6203816483962648,0.3376327769347496,0.388646288209607,0.3613479496548923
OaF,Blues,genre,disklavier,Blues_03,0.8356036324786325,0.7179328307688777,0.7723118130257417,0.9878571428571428,0.9815471965933286,0.9846920612317552,0.5321428571428571,0.5287437899219305,0.5304378782484871,0.5310714285714285,0.5276792051100071,0.5293698825204699,0.2992857142857142,0.297374024130589,0.2983268066927732
OaF,Blues,genre,disklavier,Blues_04,0.8204280553472838,0.7270064175160438,0.7708972131711886,0.9805217391304348,0.9309775429326288,0.955107572420803,0.7262608695652174,0.6895640686922061,0.7074368964933084,0.5627826086956522,0.5343461030383091,0.5481958326274776,0.4285217391304348,0.4068692206076618,0.4174148737929866
OaF,Blues,genre,disklavier,Blues_05,0.8365943483497111,0.7646814824268917,0.7990231216763632,0.9928837682141648,0.984543010752688,0.988695798886452,0.6726533378515758,0.667002688172043,0.6698160958326304,0.4273127753303964,0.4237231182795699,0.4255103762443057,0.2815994578109115,0.2792338709677419,0.2804116753838366
OaF,Blues,genre,disklavier,Blues_06,0.7787320962740563,0.7159373727317978,0.7460156544700112,0.9782193351165456,0.936356986100951,0.9568304989721548,0.6927779900649599,0.6631309436722751,0.6776303494673893,0.4936950706916316,0.4725676664228237,0.4829003924500093,0.3542223920519679,0.3390636430138991,0.3464772939637451
OaF,Blues,genre,disklavier,Blues_07,0.9572694061286062,0.8387881449698894,0.8941208247051409,0.894620486366986,0.9052945563012678,0.8999258710155671,0.7126013264554164,0.72110365398956,0.7168272794662712,0.7538688282977155,0.7628635346756152,0.7583395107487028,0.5976418570375829,0.604772557792692,0.6011860637509266
OaF,Blues,genre,disklavier,Blues_08,0.9854504833749362,0.8658079994184004,0.9217631351504754,0.9567430025445292,0.9353233830845772,0.9459119496855346,0.8040712468193384,0.7860696517412935,0.7949685534591193,0.5407124681933843,0.5286069651741293,0.5345911949685535,0.4516539440203562,0.4415422885572139,0.4465408805031446
OaF,Blues,genre,disklavier,Blues_09,0.8387275200693645,0.8545296697940782,0.8465548589578192,0.9859088774072334,0.9905615856536102,0.9882297551789077,0.7162987317989666,0.7196790939122227,0.717984934086629,0.5810239549084077,0.5837659273242095,0.582391713747646,0.3635509628933772,0.3652666352052855,0.364406779661017
OaF,Blues,genre,disklavier,Blues_10,0.8890018924520772,0.851343187898364,0.8697650985578438,0.9901356350184956,0.9555731852439509,0.972547436415018,0.789560213727908,0.7619992066640222,0.7755349212757366,0.6835182901767365,0.6596588655295518,0.6713766653209527,0.5692560624743116,0.5493851646172154,0.5591441259588211
OaF,Classical,genre,disklavier,Classical_01,0.836588340515489,0.8540172642762284,0.8452129625826591,0.9714070729872084,0.8794277929155313,0.9231319270647124,0.7253574115876599,0.6566757493188011,0.6893099749731856,0.6012039127163281,0.5442779291553134,0.5713264211655346,0.4401805869074492,0.3985013623978201,0.4183053271362174
OaF,Classical,genre,disklavier,Classical_02,0.923702950152594,0.8514157469179451,0.8860874921010743,0.982431807674526,0.952914798206278,0.9674482130662416,0.8358760980120203,0.810762331838565,0.8231277031641249,0.7993527508090615,0.7753363228699551,0.7871613931254268,0.6726768377253814,0.6524663677130045,0.6624174823582972
OaF,Classical,genre,disklavier,Classical_03,0.9370930938474744,0.9250384881642436,0.931026772947312,0.9326805385556916,0.7612387612387612,0.8382838283828382,0.5336597307221542,0.4355644355644356,0.4796479647964796,0.2399020807833537,0.1958041958041958,0.2156215621562156,0.1199510403916768,0.0979020979020979,0.1078107810781078
OaF,Classical,genre,disklavier,Classical_04,0.87740922130477,0.7884419352309261,0.8305498624182384,0.9808429118773946,0.7937984496124031,0.8774635818337617,0.7432950191570882,0.6015503875968993,0.6649528706083977,0.5306513409961686,0.4294573643410853,0.4747215081405312,0.4157088122605364,0.3364341085271318,0.3718937446443873
OaF,Classical,genre,disklavier,Classical_05,0.8835615100677695,0.7237980961523078,0.7957399655257326,0.986734693877551,0.9293608841902932,0.9571888146498392,0.7948979591836735,0.7486785199423354,0.771096263301163,0.8158163265306122,0.7683805862566074,0.791388270230141,0.6607142857142857,0.6222969726093225,0.6409304627567434
OaF,Classical,genre,disklavier,Classical_06,0.9508688481487678,0.8710355473325816,0.90920310598399,0.936145952109464,0.9715976331360948,0.9535423925667827,0.7206385404789054,0.7479289940828402,0.7340301974448316,0.6419612314709237,0.6662721893491125,0.653890824622532,0.508551881413911,0.527810650887574,0.5180023228803715
OaF,Classical,genre,disklavier,Classical_07,0.9378618002043108,0.8174652903736438,0.8735345941501234,0.8815513626834381,0.8581632653061224,0.8697001034126164,0.7306079664570231,0.7112244897959183,0.7207859358841779,0.7012578616352201,0.6826530612244898,0.6918304033092038,0.5932914046121593,0.5775510204081633,0.5853154084798345
OaF,Classical,genre,disklavier,Classical_08,0.8790326331292148,0.9056670074111934,0.8921510781745376,0.9704935622317596,0.9122541603630864,0.940473095918898,0.8106223175965666,0.761976802824004,0.7855471796204834,0.6099785407725322,0.573373676248109,0.5911099558097219,0.528969957081545,0.497226424609178,0.5126072264101896
OaF,Classical,genre,disklavier,Classical_09,0.8534186699968779,0.744531263299457,0.7952650671418571,0.9411042944785276,0.8984771573604061,0.919296843787455,0.7153374233128834,0.6829363529871144,0.6987614862165402,0.7337423312883435,0.700507614213198,0.7167399121054735,0.5578732106339468,0.5326044513861773,0.5449460647223332
OaF,Classical,genre,disklavier,Classical_10,0.9327679710761378,0.5725778814928442,0.709580868598008,0.939601921757035,0.6355617455896008,0.7582387150373858,0.5428963623884695,0.3672237697307335,0.438105787870396,0.7364447494852436,0.4981429897864438,0.5942952090833564,0.4406314344543582,0.298050139275766,0.3555801716975907
OaF,Country,genre,disklavier,Country_01,0.9003425550135905,0.847546442341395,0.8731471283875278,0.9067599067599068,0.8683035714285714,0.887115165336374,0.7482517482517482,0.7165178571428571,0.7320410490307867,0.583916083916084,0.5591517857142857,0.5712656784492588,0.5174825174825175,0.4955357142857143,0.5062713797035348
OaF,Country,genre,disklavier,Country_02,0.9486862094187812,0.8671123682180509,0.9060669568488366,0.9867724867724867,0.8288888888888889,0.9009661835748792,0.7486772486772487,0.6288888888888889,0.6835748792270532,0.6772486772486772,0.5688888888888889,0.6183574879227052,0.5079365079365079,0.4266666666666667,0.463768115942029
OaF,Country,genre,disklavier,Country_03,0.9578817840335044,0.7618189154154541,0.8486737977631246,0.9556962025316456,0.9607635206786852,0.958223162347964,0.6719409282700421,0.6755037115588547,0.6737176097303014,0.6002109704641351,0.6033934252386002,0.6017979904812268,0.3955696202531645,0.3976670201484623,0.3966155473294553
OaF,Country,genre,disklavier,Country_04,0.9296368391511518,0.8490020721998037,0.8874916631989375,0.9642184557438794,0.7013698630136986,0.8120539254559872,0.6440677966101694,0.4684931506849315,0.542426645519429,0.6440677966101694,0.4684931506849315,0.542426645519429,0.4293785310734463,0.3123287671232876,0.3616177636796193
OaF,Country,genre,disklavier,Country_05,0.9582333577484236,0.8433586745506009,0.8971336462557687,0.9688524590163936,0.987468671679198,0.9780719900703352,0.830327868852459,0.8462823725981621,0.8382292097641706,0.3532786885245901,0.3600668337510442,0.3566404633843607,0.2967213114754098,0.302422723475355,0.2995448903599503
OaF,Country,genre,disklavier,Country_06,0.8922852983988355,0.921245517823244,0.9065341756716436,0.9760765550239234,0.888243831640058,0.9300911854103344,0.7432216905901117,0.6763425253991292,0.7082066869300913,0.6156299840510366,0.5602322206095791,0.5866261398176291,0.4800637958532695,0.4368650217706821,0.4574468085106383
OaF,Country,genre,disklavier,Country_07,0.9092798409686456,0.844395589642036,0.8756373888376463,0.9880434782608696,0.9419689119170984,0.9644562334217506,0.7434782608695653,0.7088082901554404,0.7257294429708224,0.4130434782608695,0.3937823834196891,0.403183023872679,0.2576086956521739,0.2455958549222797,0.2514588859416446
OaF,Country,genre,disklavier,Country_08,0.8872237381602068,0.7792975367356414,0.8297659130992464,0.9862745098039216,0.983702737940026,0.9849869451697127,0.7398692810457517,0.7379400260756193,0.7389033942558747,0.4490196078431372,0.4478487614080834,0.4484334203655352,0.3418300653594771,0.3409387222946545,0.3413838120104439
OaF,Country,genre,disklavier,Country_09,0.8814047516816945,0.9101439101439102,0.895543821062103,0.9889589905362776,0.842741935483871,0.9100145137880986,0.7429022082018928,0.6330645161290323,0.683599419448476,0.3186119873817035,0.271505376344086,0.2931785195936139,0.2444794952681388,0.2083333333333333,0.2249637155297532
OaF,Country,genre,disklavier,Country_10,0.8767141298202711,0.9388657355260194,0.9067261342235337,0.991304347826087,0.991304347826087,0.991304347826087,0.782608695652174,0.782608695652174,0.782608695652174,0.6417391304347826,0.6417391304347826,0.6417391304347826,0.5182608695652174,0.5182608695652174,0.5182608695652174
OaF,Folk,genre,disklavier,Folk_01,0.9552290948179334,0.7901495280013041,0.8648826203501314,0.971217105263158,0.9866332497911444,0.9788644840447576,0.7664473684210527,0.7786131996658312,0.7724823870700372,0.3601973684210526,0.3659147869674185,0.3630335681723995,0.2771381578947368,0.2815371762740183,0.2793203481143804
