piece_id,p_frame,r_frame,f_frame,p_note_on,r_note_on,f_note_on,p_note_on_off,r_note_on_off,f_note_on_off,p_note_on_vel,r_note_on_vel,f_note_on_vel,p_note_on_off_vel,r_note_on_off_vel,f_note_on_off_vel
Blues_01,0.7221147777936117,0.8502768655464199,0.7809727206675621,0.9639879959986662,0.9488021004266491,0.9563347667879589,0.6948982994331444,0.6839514276337381,0.6893814091961628,0.5855285095031677,0.5763045618641287,0.5808799206086669,0.43447815938646217,0.42763373810305216,0.4310287793582534
Blues_02,0.8019064703183013,0.8807358365215001,0.8394746323408994,0.8865647626709574,0.9624454148471616,0.9229480737018426,0.5494770716009654,0.5965065502183406,0.5720268006700168,0.7264682220434433,0.788646288209607,0.7562814070351759,0.4416733708769107,0.4794759825327511,0.4597989949748744
Blues_03,0.8366284910588708,0.9555379619749177,0.8921384304714156,0.9798260869565217,0.9996451383960255,0.9896363955735114,0.7241739130434782,0.7388218594748048,0.7314245564728614,0.5005217391304347,0.5106458481192335,0.505533110837871,0.38504347826086954,0.3928317955997161,0.38889864746179514
Blues_04,0.7718005561464434,0.9094601736504341,0.8349946624890823,0.9737454303755401,0.9676354029062088,0.97068080172271,0.7331339315387172,0.7285336856010568,0.7308265694881564,0.6251246261216351,0.6212021136063408,0.6231571972834189,0.47424393486208044,0.47126816380449144,0.47275136657280104
Blues_05,0.8441879155402937,0.9216828065921092,0.881234937002349,0.9870517928286853,0.998991935483871,0.9929859719438877,0.7626162018592297,0.7718413978494624,0.7672010688042752,0.5102921646746348,0.5164650537634409,0.5133600534402138,0.3934262948207171,0.39818548387096775,0.39579158316633267
Blues_06,0.7467531247063246,0.8989320783745871,0.8158064946664887,0.969741159314619,0.9729334308705194,0.971334672265839,0.7200145825738243,0.7223847841989759,0.7211977359868542,0.5599708348523514,0.5618141916605706,0.560890998721928,0.4283631060882246,0.4297732260424287,0.4290670074858499
Blues_07,0.9791060206219223,0.9119065516862759,0.9443122780625186,0.9319631467044649,0.9806114839671887,0.9556686046511628,0.8221119773210489,0.8650260999254288,0.8430232558139535,0.8348688873139617,0.8784489187173751,0.8561046511627907,0.7328136073706591,0.7710663683818046,0.7514534883720931
Blues_08,0.9747779065276169,0.917364384291963,0.9452000923839428,0.9821428571428571,0.9577114427860697,0.9697732997481108,0.9107142857142857,0.8880597014925373,0.8992443324937027,0.5714285714285714,0.5572139303482587,0.5642317380352645,0.5280612244897959,0.5149253731343284,0.521410579345088
Blues_09,0.8839156202080484,0.9745339344462045,0.9270154951717943,0.9938823529411764,0.9966965549787635,0.9952874646559849,0.8456470588235294,0.8480415290231241,0.84684260131951,0.6494117647058824,0.6512505899008967,0.6503298774740811,0.5538823529411765,0.5554506842850401,0.5546654099905749
Blues_10,0.8939352422706307,0.9652953287389198,0.9282458313821496,0.9834645669291339,0.9908766362554542,0.9871566884015016,0.8606299212598425,0.8671162237207457,0.8638608970559178,0.6551181102362205,0.660055533518445,0.657577553843114,0.5692913385826772,0.5735819119397064,0.5714285714285715
Classical_01,0.8399023264871991,0.9307104913678619,0.8829778019260905,0.9546666666666667,0.9754768392370572,0.9649595687331536,0.7526666666666667,0.7690735694822888,0.7607816711590297,0.6466666666666666,0.6607629427792916,0.6536388140161726,0.49733333333333335,0.5081743869209809,0.5026954177897575
Classical_02,0.9620791532742443,0.9110277615519414,0.9358577564426477,0.9763181411974977,0.9798206278026906,0.9780662488809311,0.8990169794459338,0.9022421524663677,0.9006266786034021,0.7931188561215371,0.7959641255605381,0.7945389435989259,0.7332439678284183,0.7358744394618834,0.73455684870188
Classical_03,0.9585683738926789,0.9727018174679437,0.9655833799162021,0.9694267515923567,0.7602397602397603,0.8521836506159014,0.6178343949044586,0.48451548451548454,0.5431131019036954,0.3375796178343949,0.2647352647352647,0.2967525195968645,0.2,0.15684315684315683,0.1758118701007839
Classical_04,0.8578033560735879,0.7801399670665726,0.8171304495126046,0.9926470588235294,0.8372093023255814,0.9083263246425568,0.7242647058823529,0.6108527131782946,0.6627417998317915,0.5386029411764706,0.4542635658914729,0.4928511354079058,0.3915441176470588,0.3302325581395349,0.3582842724978974
Classical_05,0.924275290869651,0.8248460123190144,0.8717346093366924,0.9831487722676938,0.9812590100913022,0.9822029822029823,0.8372652864708714,0.8356559346468044,0.8364598364598363,0.8637457871930669,0.8620855358000961,0.8629148629148629,0.7356764564275398,0.7342623738587217,0.7349687349687349
Classical_06,0.9683999012146113,0.9444292392411022,0.9562643757794096,0.9881516587677726,0.98698224852071,0.9875666074600354,0.9206161137440758,0.919526627218935,0.9200710479573714,0.7428909952606635,0.7420118343195267,0.7424511545293073,0.6895734597156398,0.6887573964497041,0.689165186500888
Classical_07,0.9736183524504692,0.9237542459519177,0.9480310696698424,0.9128151260504201,0.886734693877551,0.8995859213250517,0.8434873949579832,0.8193877551020409,0.8312629399585921,0.8539915966386554,0.8295918367346938,0.841614906832298,0.7899159663865546,0.7673469387755102,0.7784679089026915
Classical_08,0.8852228280194382,0.9543349092767698,0.9184806001352763,0.950379746835443,0.9465456379223399,0.9484588175846387,0.8151898734177215,0.8119011598587998,0.8135421930267813,0.5620253164556962,0.5597579425113465,0.5608893380495199,0.46531645569620256,0.46343923348461924,0.4643759474482062
Classical_09,0.8529679919247175,0.8918679672471613,0.8719843548454208,0.9295069337442219,0.9422100741897697,0.9358153965483809,0.7519260400616333,0.7622022647403358,0.7570292805894901,0.7045454545454546,0.7141741507223741,0.7093271281752958,0.5805084745762712,0.5884420148379539,0.5844483226682179
Classical_10,0.8946313679991562,0.6920804843421074,0.78042766184535,0.9079616036137775,0.7465181058495822,0.8193630573248407,0.5584415584415584,0.45914577530176415,0.5039490445859873,0.766798418972332,0.6304549675023212,0.6919745222929936,0.47656691134952006,0.3918291550603528,0.4300636942675159
Country_01,0.7551704008450547,0.9522082018927445,0.842319856132953,0.8982102908277405,0.8962053571428571,0.8972067039106145,0.7628635346756152,0.7611607142857143,0.7620111731843575,0.5760626398210291,0.5747767857142857,0.5754189944134077,0.5055928411633109,0.5044642857142857,0.5050279329608938
Country_02,0.9334127477384159,0.9268363761035399,0.9301129374930112,0.9792746113989638,0.84,0.9043062200956937,0.7538860103626943,0.6466666666666666,0.6961722488038278,0.7435233160621761,0.6377777777777778,0.6866028708133971,0.5751295336787565,0.49333333333333335,0.5311004784688995
Country_03,0.9720541488002694,0.8426605543966279,0.9027443118067946,0.9756613756613757,0.9777306468716861,0.9766949152542374,0.7608465608465609,0.7624602332979852,0.7616525423728814,0.5671957671957671,0.5683987274655355,0.5677966101694915,0.43915343915343913,0.440084835630965,0.4396186440677966
Country_04,0.9437297034296254,0.9096302759297633,0.9263662969894539,0.9777365491651205,0.7219178082191781,0.830575256107171,0.6901669758812616,0.5095890410958904,0.5862884160756502,0.699443413729128,0.5164383561643836,0.5941686367218283,0.4805194805194805,0.3547945205479452,0.40819542947202525
Country_05,0.9888866054349716,0.9270143303842677,0.956951413535675,0.9876237623762376,1.0,0.9937733499377335,0.9348184818481848,0.9465329991645781,0.9406392694063926,0.42574257425742573,0.43107769423558895,0.42839352428393523,0.39686468646864687,0.4018379281537176,0.39933582399335826
Country_06,0.8472573742579724,0.9708790339590804,0.9048654625875414,0.9421364985163204,0.9216255442670537,0.9317681584739546,0.6676557863501483,0.6531204644412192,0.6603081438004401,0.5964391691394659,0.5834542815674891,0.5898752751283932,0.4198813056379822,0.4107402031930334,0.4152604548789435
Country_07,0.8648768684146043,0.9477402789198986,0.9044145320019539,0.9833159541188738,0.9772020725388602,0.9802494802494803,0.7393117831074035,0.7347150259067358,0.737006237006237,0.5453597497393118,0.5419689119170984,0.5436590436590436,0.33993743482794575,0.3378238341968912,0.3388773388773389
Country_08,0.8979432373846852,0.8940783777339976,0.896006639880784,0.9831824062095731,0.9908735332464146,0.9870129870129871,0.8221216041397154,0.8285528031290743,0.8253246753246751,0.31953428201811124,0.3220338983050847,0.3207792207792207,0.314359637774903,0.31681877444589307,0.3155844155844156
Country_09,0.8722663851964244,0.9770556612661876,0.9216921535311289,0.9969135802469136,0.8682795698924731,0.9281609195402298,0.7114197530864198,0.6196236559139785,0.6623563218390806,0.24382716049382716,0.21236559139784947,0.22701149425287356,0.19598765432098766,0.17069892473118278,0.1824712643678161
Country_10,0.9143568157149287,0.9725726514980851,0.9425666916831548,0.9947916666666666,0.9965217391304347,0.995655951346655,0.8263888888888888,0.8278260869565217,0.8271068635968722,0.8541666666666666,0.8556521739130435,0.8549087749782798,0.7100694444444444,0.711304347826087,0.7106863596872285
Folk_01,0.9801645866084892,0.9054891151321152,0.9413482055508908,0.984375,1.0,0.9921259842519685,0.9095394736842105,0.9239766081871345,0.9167012018234563,0.4128289473684211,0.4193817878028404,0.41607956900124327,0.37664473684210525,0.38262322472848787,0.3796104434314132
Folk_02,0.9750526357605371,0.8623627580149319,0.9152520252444742,0.9801136363636364,0.9942363112391931,0.9871244635193134,0.8224431818181818,0.8342939481268011,0.8283261802575107,0.6803977272727273,0.6902017291066282,0.6852646638054363,0.5752840909090909,0.5835734870317003,0.5793991416309013
Folk_03,0.9348908343001793,0.8431902284034589,0.8866759031865994,0.9723926380368099,0.9500499500499501,0.9610914603335018,0.8179959100204499,0.7992007992007992,0.808489135927236,0.7443762781186094,0.7272727272727273,0.7357251136937848,0.6288343558282209,0.6143856143856143,0.6215260232440626
Folk_04,0.8342518361567532,0.9345444586452437,0.8815547984650078,0.817258883248731,0.9805115712545676,0.8914728682170543,0.6994923857868021,0.8392204628501827,0.7630121816168327,0.5299492385786801,0.6358099878197321,0.5780730897009967,0.46294416243654823,0.5554202192448234,0.504983388704319
