model,genre,midiset,audioset,piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
OaF,Classical,genre,disklavier,Classical_05,0.3072442659508479,0.3940729812462071,0.1842212597917681,0.6265046675946175,0.3348072444544717,0.5340467904345166,0.3632933253936071,0.5017718369937815,0.8496179690463265
OaF,Classical,genre,disklavier,Classical_06,0.4490756238578774,0.4645193079295801,0.29395918551348,0.6141319775936505,0.6130541913977767,0.5638373279619773,0.1267260160643707,0.4946244318849163,0.2408134787685487
OaF,Classical,genre,disklavier,Classical_07,0.3434045081568967,-0.0613861855409257,0.3529449465214612,0.115996726721779,0.5023874954539971,0.8352391644029084,0.3542312594034957,0.7664587542299566,0.9721984554343912
OaF,Classical,genre,disklavier,Classical_08,0.0639721677807953,0.1192741227059515,0.1261808063141721,0.4030869226763055,0.3343182662409798,0.909569796012698,0.3408555459899811,0.8088018498989669,0.1258984511827041
OaF,Classical,genre,disklavier,Classical_09,0.0778470725566004,0.2562710485596346,0.1375072767899606,0.4372481586639007,0.0093551995534995,0.806161602475064,0.1146291357430296,0.3640114354083096,0.4076674398489519
OaF,Classical,genre,disklavier,Classical_10,0.3457334456882597,0.2788762374326187,0.5373088630090875,0.2659081362487808,-0.0536033721676042,0.8244989472175476,0.2877580692664192,0.653707819312041,0.2969900616026013
OaF,Country,genre,disklavier,Country_01,0.0121451210654847,0.0836253638210503,0.0820121379452637,0.6863152770677267,0.752448847114791,0.698243606376005,0.2734324786750113,0.5436730855008671,0.3833488479939256
OaF,Country,genre,disklavier,Country_02,0.2865231275317659,0.0617314426712743,0.2096841448613648,0.4442011839458039,0.817591763540693,0.7699819407269488,0.2140973122852785,0.2404064703903044,0.0625013524272662
OaF,Country,genre,disklavier,Country_03,0.1615987008911952,0.0679729043866149,0.2574474596967787,0.6927372934233054,0.833144821264106,0.7027275270555284,0.193770606802403,0.5670197511204133,0.4050693081660919
OaF,Country,genre,disklavier,Country_04,0.0187463661372236,0.0379064953963365,0.0583764153369319,0.2599857357389913,0.4826047191975258,0.7942643860070298,0.2118516115778595,0.3048828114608423,-0.0038082065217035
OaF,Country,genre,disklavier,Country_05,0.2514392303516678,0.3151651302589094,0.543359111457741,0.4241565057722167,0.3933979118482713,0.9072711945358916,0.2648929190840144,0.4840738107321917,0.5200199667434222
OaF,Country,genre,disklavier,Country_06,0.3678701603411833,0.7576914549624333,0.321393818144441,0.7559463315708846,0.676927416396532,0.986268362315326,0.8923346126334522,0.9760412367230814,0.6434505004494226
OaF,Country,genre,disklavier,Country_07,0.0443219402853962,0.1193747508151455,0.0789551942482735,0.3098955912975564,0.5850469613598946,0.8903944090095135,0.3292844520785178,0.4200302574440641,0.157940510971837
OaF,Country,genre,disklavier,Country_08,0.1396181995958529,0.0386400479016387,0.1227998135301658,0.3800332576391873,0.136074962570549,0.8151784727532372,0.3713730396700772,0.689098473084296,0.0127795722661447
OaF,Country,genre,disklavier,Country_09,0.3593541815966907,0.0571438192390823,0.2923564112486614,0.1417027875347633,0.4106127331957012,0.8540396112433519,-0.6357276355254928,-0.5910178055040071,-0.0553747128940583
OaF,Country,genre,disklavier,Country_10,0.276792266298058,0.5314247954199236,0.3005885970481282,0.5822034957246939,0.6208997796983371,0.7879456010505324,0.3334372784239777,0.0718705573658647,0.660956437915134
OaF,Folk,genre,disklavier,Folk_01,0.2509416413978487,0.0452296078022127,0.6564721105430726,0.4312964069554041,0.5469969045664489,0.8943035183398282,0.2636901601111087,0.4980498786572513,0.6307805770078136
OaF,Folk,genre,disklavier,Folk_02,0.2098256281543218,0.2210054014659918,0.2889636542767379,0.6634401310732173,0.6958978601324654,0.8783145821146894,0.2777504676266601,0.814173299438726,0.4731214363469305
OaF,Folk,genre,disklavier,Folk_03,0.4572557922091648,0.098753251903407,0.2382782257184957,0.5196372613588047,0.3904063921224548,0.7694373700851436,0.123188246144056,0.716793424676053,0.2180523676081433
OaF,Folk,genre,disklavier,Folk_04,0.211603981508849,-0.0194471497381312,0.1438123245737477,0.5273706086126975,0.2379033454945305,0.9470684878290012,0.6586050051559449,0.6958375443192201,0.353102441212062
OaF,Folk,genre,disklavier,Folk_05,0.0390597242133288,0.2179317546990622,0.1116761782714926,0.5720431684106733,0.6497682657031925,0.8222245014757674,0.3646836694230091,0.4572409048177241,0.4152126296797221
OaF,Folk,genre,disklavier,Folk_06,-0.02087263081574,0.2081758733187007,0.1047794738075516,0.2770428462344086,0.3128335900370508,0.8314887784724405,0.3123815541480937,0.5746631616786204,0.3039319571553744
