model,midiset,audioset,piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
Kong,maetest,maestro,ChenGuang06M,0.7084960912802785,0.6860208169030887,0.7264740348663588,0.49593485916102,0.3207201405153179,0.8034020527989911,0.4122818309684411,0.7628843491729339,0.5300849370445733
Kong,maetest,maestro,Chon08M,0.4360525278032638,0.5873016756429854,0.3516309218374006,0.4149214030488662,0.3177758742849342,0.6560454024844391,0.2319487081107051,0.8165188978323468,0.2891548217092224
Kong,maetest,maestro,Huang10M,0.4122712033887598,0.3117093457996489,0.4190063507621601,0.529915892837675,0.4744449430322264,0.6901076051998876,0.0578007196047673,0.6487686414816493,0.5590940845788457
Kong,maetest,maestro,Huang18M,0.547752430037497,0.5340820286021581,0.6115095818547777,0.5977950559978613,0.5778312605798483,0.8554858962039791,0.3402841445814916,0.5974160471705906,0.4842673507933148
Kong,maetest,maestro,KOLESO06M_18-1,0.3889439554357614,0.3947221490414874,0.4038230860644161,0.5127030473404034,0.2574686504606024,0.7185391103017477,0.187826047022763,0.7406546562594526,0.6010756881068358
Kong,maetest,maestro,KOLESO06M_18-4,0.7332701263651122,0.6490617378513139,0.2003518725358333,0.5432913969141544,0.3763028897265372,0.6201071172741038,0.2778909432643309,0.697951846429298,0.3664271262624707
Kong,maetest,maestro,KabuliL10M,0.5584094336402449,0.4545288198409003,0.5254742517974548,0.3699494035431331,0.4022182574747374,0.9154006525858136,0.3270633370035935,0.793201905235874,0.792284457752443
Kong,maetest,maestro,KaszoS16M,0.6795030175147759,0.4769771386306036,0.3738544344009409,0.1803519530509748,-0.105349316630378,0.8499359113204292,0.1483973220790446,0.394833748725171,0.3652215538757255
Kong,maetest,maestro,LeungM06M,0.5547604281086744,0.5804592913610588,0.3961940194601994,0.4483785102303645,0.2830463309859294,0.4325680606125637,0.1653790023530877,0.7249157679566979,0.3003283946517737
Kong,maetest,maestro,LeungR02M,0.570120761195495,0.7670660640041508,0.568969630420205,0.5790724370043843,0.417230708172602,0.8232758146902003,0.3335145638009384,0.7458117357903742,0.7772547160648712
Kong,maetest,maestro,Levitsky05M,0.4602059672119944,0.2232872008251196,0.4360792722956311,0.6073140900134217,0.429903987934892,0.7464546021858741,0.1455862078411014,0.7431832940087839,0.5334905277538969
Kong,maetest,maestro,Lin11M,0.5221622794678726,0.3522710901030023,0.5376247068943445,0.5749264827762336,0.2574559117486132,0.8357854520832462,0.3436472450031451,0.7308034016704789,0.4666725656525551
Kong,maetest,maestro,LuoJ09M,0.7928404384845932,0.4667580488752746,0.8032722177497592,0.4808088517281827,0.4529140622026879,0.7420434195042241,0.2910533678702742,0.7582149627432622,0.7400068548883207
Kong,maetest,maestro,MunA12M,0.8109170549454714,0.6981855908833348,0.7642900334345716,0.7015312221385636,0.6617531539690753,0.9432631574847986,0.2957236919072141,0.9060754584329598,0.50590586433097
Kong,maetest,maestro,Nikiforov14M,0.560466711423589,0.3619259682887986,0.5486707609881009,0.2873009284696222,0.491220187788898,0.7891966831543958,0.2376419051062345,0.3820814878551215,0.6798710179648868
Kong,maetest,maestro,WongWY08M,0.6417870681802348,0.6142947641470923,0.6279381430034391,0.618168474759339,0.4153804952426337,0.7557755689535652,0.2217982967268102,0.7766350476804205,0.7684679706916219
Kong,maetest,maestro,YeF11M,0.4523195034981168,0.6010741139837725,0.3390942628678134,0.4934923022432659,0.416398943332234,0.8576396796215304,0.3649025098051243,0.8809741143416917,0.3291156802872463
Kong,maetest,maestro,ZhangH05M,0.4155590675168885,0.2492971062830576,0.4490265126232516,0.6002179146493015,0.4400574375820675,0.6967535605099096,0.1471972687818737,0.7596223976640848,0.5164139498381993
T5,maetest,maestro,BuiJL06M,0.3031748754440203,0.1957880583843601,0.3088521809944285,0.0901923284740975,0.4312642666305221,0.7069577338737721,0.1069117414883901,0.534779485662906,0.6634491118664557
T5,maetest,maestro,ChenGuang03M,0.2195147966006859,0.1204679430568745,0.1782460685314616,0.165744115407998,0.3053249250979057,0.5319971103910418,0.0932434876528447,0.4556017640576971,0.6145067932398183
T5,maetest,maestro,ChenGuang06M,0.3288376358151597,0.4665602423067536,0.4846966746455121,0.0199365757260987,0.3597804050397444,0.4426785246415503,0.2052638232571892,0.404518602148835,0.4942247417362588
T5,maetest,maestro,Chon08M,0.3004232881933219,0.2116298864326959,0.2670761174853653,0.0931057856637789,0.1230903403895064,0.2137757752190528,0.1929387329952157,0.3922774230159064,0.2316170405101898
T5,maetest,maestro,Huang10M,0.1572713206069988,0.1250603663351814,0.1791253800621539,0.0623767687447012,0.0162532599368916,0.5176128046001423,0.1215116601771471,0.5388695199769439,0.5012746964362249
T5,maetest,maestro,Huang18M,0.3557009432777347,0.2138698510093175,0.4695319746148916,0.1606233646422713,0.2920242690413745,0.6582860531559716,0.2905399264217592,0.6474860717137357,0.4613288403884981
T5,maetest,maestro,KOLESO06M_18-1,0.2202098029035062,0.1732736585587661,0.1262895428042809,0.1017383265901871,0.1594997728616341,0.4961918888926651,0.0877747445669445,0.2799396753030176,0.6290019150075935
T5,maetest,maestro,KOLESO06M_18-4,0.2697138485394845,0.3013914818325034,0.1641698714219059,0.0397903168659304,0.3266479489608512,0.5983666180799999,0.2889557193841625,0.4032181266671031,0.4028867028788658
T5,maetest,maestro,KabuliL10M,0.1885557857241854,0.1252262751269935,0.2391385452552903,-0.2263750866705998,0.2548919089997163,0.6906637254028032,0.1054311854026449,0.2994279451531101,0.756453466513642
T5,maetest,maestro,KaszoS16M,0.6464142227487357,0.3577065215457879,0.3694275267256808,0.1299116118854757,0.0906062602067756,0.9561782914196724,0.6027301425000533,0.8804822301257406,0.2426740282868436
T5,maetest,maestro,LeungM06M,0.2309022857058022,0.2077150400694842,0.1378684645993527,0.0100691006440854,0.0640700151568572,0.4025781515116822,0.1654736522290158,-0.4872977640423632,0.2839493413817021
T5,maetest,maestro,LeungR02M,0.1558285120053848,0.2723399356639621,0.198151259723167,0.1906808354419509,0.2786337794784606,0.4864300842255596,0.1127156448448933,0.3904561560257488,0.6924438105332906
T5,maetest,maestro,Levitsky05M,0.1844342618010052,0.2446050395727551,0.1595971173542818,0.2813599596181204,0.3098427200904756,0.5509147416546013,0.0929900671248531,0.2172351050439286,0.568058724462748
T5,maetest,maestro,Lin11M,0.2758891336906738,0.1403576070934513,0.3355930540642629,0.0606398716073978,0.0018028064694171,0.4899186333139655,0.1914862001935906,0.5108915664281228,0.5743101685594144
T5,maetest,maestro,LuoJ09M,0.3048217196184856,0.0995240550392371,0.3548823797107628,0.031232579969101,0.09568810890841,0.5523759116032221,0.2024255028351625,0.688628518229706,0.620016082970283
T5,maetest,maestro,MunA12M,0.6848671045444846,0.4245534087504533,0.6440708202199463,-0.0886826856013924,0.6391057696617117,0.4784238732415572,0.0781730079940193,0.2465303195764037,0.3990453710120217
T5,maetest,maestro,Nikiforov14M,0.2541571822935461,0.2500693501688463,0.3959460229631267,0.0024564689849865,0.406938724468091,0.4909732149353504,0.1799118132005227,0.2225716753699659,0.6526809091999238
T5,maetest,maestro,WongWY08M,0.2548873491211327,0.3038240000111378,0.3103651677902759,-0.0278729968654907,0.0622285968143853,0.5732433620124834,0.1579346820677149,0.5271214333193986,0.6884084585746941
T5,maetest,maestro,YeF11M,0.1479503857122835,0.302827089096866,0.1024154441880342,-0.1003124941198889,0.2249432260973913,0.695178813968612,0.269350050935722,0.2738344783044635,0.3146809222144716
T5,maetest,maestro,ZhangH05M,0.1627754962277872,0.149334778731456,0.1457448332549193,0.2563376245310129,0.1459130811610556,0.6906515881667519,0.4652469467903805,0.1914054086653614,0.6120213433387488
Toyama,maetest,maestro,BuiJL06M,0.5579968974867721,0.4543405859389245,0.425042947789684,0.5264140394186729,0.4962040587754293,0.7293579953594416,0.1455129241215707,0.7563415334873856,0.6856993696808502
Toyama,maetest,maestro,ChenGuang03M,0.4669381409903296,0.5460232584477167,0.4227153226773968,0.6621322651827761,0.2451787533168431,0.6884585037977338,0.112696845311499,0.6321604624302056,0.6536522103484398
Toyama,maetest,maestro,ChenGuang06M,0.7548821154141154,0.6951478029153983,0.8024843713535802,0.435071365356056,0.2715791256640951,0.6554984841008782,0.2977869761435229,0.680752141733022,0.517041977720525
Toyama,maetest,maestro,Chon08M,0.4974626368197068,0.6212925725312982,0.3573143970012945,0.3862721546418526,0.2251658481720784,0.6598005034432728,0.2557782891439468,0.822385016025792,0.3072326900351989
Toyama,maetest,maestro,Huang10M,0.4028279515241861,0.3279885268814896,0.4392452919716719,0.6562620201402017,0.3628227732905019,0.9546939001966804,0.3072856618415321,0.8029923718908956,0.5885872643147828
Toyama,maetest,maestro,Huang18M,0.498984280424536,0.5318854358099855,0.5064996250345695,0.5931651159940913,0.5362576303110503,0.9457996236106424,0.6116171479221931,0.8556184062824398,0.4973892916417335
Toyama,maetest,maestro,KOLESO06M_18-1,0.4329288093722988,0.4368640718404588,0.5196656838468513,0.5802332793832748,0.1968196153532219,0.6741764037294145,0.162679581777462,0.6503942447643586,0.5991487292519696
Toyama,maetest,maestro,KOLESO06M_18-4,0.795588819568348,0.7707575402272752,0.2640906896330269,0.5429358782509351,0.4138898887895072,0.6518392818940163,0.2764843906822082,0.6966275904079152,0.4523494786488228
Toyama,maetest,maestro,KabuliL10M,0.4402746419545629,0.6957029538997983,0.4619502313931673,0.3235556787193711,0.3975688227046763,0.9239388974514487,0.3239433277944019,0.4717459166862932,0.7594178945006027
Toyama,maetest,maestro,KaszoS16M,0.7050237611169936,0.5393728951963226,0.4618594163439002,0.1020199653895965,-0.071144039146866,0.8297233037764136,0.1454628299927227,0.3745401708440732,0.308863455209706
Toyama,maetest,maestro,LeungM06M,0.586083644150601,0.5777680036804557,0.4501750787773689,0.4228610388311977,0.2596962327040198,0.8897199592413491,0.8813828805100514,0.9804846130032304,0.3403527871443062
Toyama,maetest,maestro,LeungR02M,0.6028546803342363,0.8040071179316175,0.5882127368773055,0.5311419836114447,0.3266172958247542,0.85358189258675,0.3751060341114783,0.7882065082873752,0.731945305048296
Toyama,maetest,maestro,Levitsky05M,0.4971570384363858,0.4370013141196706,0.4899046795231451,0.6133172314694928,0.3583877780379749,0.7251038364272092,0.1499715294593975,0.7608655530497405,0.4312608579346998
Toyama,maetest,maestro,Lin11M,0.3762150116246247,0.3233128865171273,0.4281310650839331,0.559904778889263,0.2490740623967361,0.8409430784158773,0.3545112446164016,0.7297598596816495,0.5940577426229536
Toyama,maetest,maestro,LuoJ09M,0.6209468426630624,0.6722361223037745,0.5818030462324112,0.5142390006952938,0.4026713088581912,0.9419028207476894,0.4724861550913826,0.7568816958054021,0.780612314144121
Toyama,maetest,maestro,MunA12M,0.7168085699555141,0.6740439172812459,0.687605722772748,0.6171983684953692,0.4190987285236784,0.9360265241207504,0.2169703753443972,0.2145914181285393,0.4720782590705523
Toyama,maetest,maestro,Nikiforov14M,0.5334042908373767,0.6998940485977379,0.5551815806727616,0.2504331802992231,0.4645934720785001,0.7231368914358165,0.18989626656115,0.3999953744080625,0.6555158135598239
Toyama,maetest,maestro,WongWY08M,0.4951184039008943,0.5442412856601742,0.4730427882854071,0.5311821357196975,0.4256846539917956,0.9193656628314224,0.3305780757552366,0.7580156650570166,0.7387523934693214
Toyama,maetest,maestro,YeF11M,0.4674959369992342,0.5101791810668154,0.3571952314368253,0.4638302827608367,0.3195527464100272,0.8644637440517434,0.3832296122378106,0.8790759220465567,0.3422079008045179
Toyama,maetest,maestro,ZhangH05M,0.3433627674177901,0.2630188430626768,0.3845601116448056,0.6241212692887824,0.3808464494600328,0.8911933949391236,0.3685331225522079,0.8123585993336523,0.5965183002050327
Edwards,maetest,maestro,BuiJL06M,0.6158022789878855,0.574489815807974,0.580011042816533,0.5876276740209275,0.4677510216379633,0.7227092164060521,0.1588082622897963,0.7481519059453953,0.6881515339195002
Edwards,maetest,maestro,ChenGuang03M,0.4982435223302918,0.613070820831734,0.555260939748785,0.6668284605404583,0.4150408154600574,0.6921253313655398,0.1159942008687397,0.6083893544863624,0.684856730783985
Edwards,maetest,maestro,ChenGuang06M,0.7430006259512363,0.7290408461608806,0.7993810290944171,0.5178680299435001,0.4424039691024527,0.8075670538611223,0.4029019271729988,0.7572211830268168,0.4830905514604234
Edwards,maetest,maestro,Chon08M,0.4591519382638748,0.6465903312411526,0.3176855840049124,0.4533960881814217,0.3540025982647626,0.6730877602632691,0.2409035013560585,0.8132400377916993,0.3023971490808903
Edwards,maetest,maestro,Huang10M,0.4328872015723582,0.2737138314824706,0.4568854683547546,0.5542404671644452,0.40150230508725,0.7012910659922368,0.0529768587575275,0.6557066060010563,0.6082940019572616
Edwards,maetest,maestro,Huang18M,0.480122510665861,0.5805702468254306,0.5147583927819951,0.6650126102960248,0.6101695848546681,0.8459846075615997,0.3334014644517327,0.5983852265088759,0.4405930587119078
Edwards,maetest,maestro,KOLESO06M_18-1,0.4091842481396362,0.2485983072953472,0.4820648122161683,0.5571999127934949,0.2862035119692309,0.6751417200235127,0.1709337112476652,0.6524363638574947,0.6029968478647783
Edwards,maetest,maestro,KOLESO06M_18-4,0.7125823534629567,0.7239574896320555,0.2365499183568216,0.5221110232104934,0.3526513824780236,0.6146389635506982,0.2699978345246162,0.7037921674855759,0.4391426570090412
Edwards,maetest,maestro,KabuliL10M,0.4033156298062553,0.5066609244203456,0.4102090682102518,0.3823458636867294,0.4831631220511099,0.9225876527949858,0.3268677766343818,0.7809195668169889,0.783852161790828
Edwards,maetest,maestro,KaszoS16M,0.675716623992244,0.3681395451574305,0.3772982880200211,0.0804914826105919,-0.0380529346167683,0.8352670423586706,0.1406911058468847,0.3653258386265201,0.4019374790494255
Edwards,maetest,maestro,LeungM06M,0.6207096517936471,0.5599726207536604,0.4249696447748897,0.4725021925886602,0.2764522888843671,0.438193277464203,0.1784417006634987,0.7049251187493403,0.2682886858920332
Edwards,maetest,maestro,LeungR02M,0.6209300068301018,0.8048658827812198,0.6498156471140598,0.5917738425134758,0.5082394471093807,0.6374434973669664,0.1386139028659091,0.6898545175454891,0.6818981801155777
Edwards,maetest,maestro,Levitsky05M,0.5292633016018369,0.4000510620309338,0.4940644531092586,0.6464883922756355,0.5257826280712073,0.7369972164802133,0.1371065351212474,0.7382952560305395,0.3887980792488388
Edwards,maetest,maestro,Lin11M,0.4792509258922836,0.3165879292378747,0.4940159539696386,0.5849152866184917,0.3042430583439799,0.8398160589925566,0.3453964945238031,0.7325229235702297,0.4700320306940161
Edwards,maetest,maestro,LuoJ09M,0.8429791798081407,0.5679459962233407,0.8110399887323618,0.6363549106300587,0.4830181416427985,0.7890062223307389,0.2971034358326436,0.7670250638445603,0.7574952575883512
Edwards,maetest,maestro,MunA12M,0.7717860617821073,0.6291953742542676,0.7370043556817075,0.7239109701806962,0.7238821427968885,0.935616107947664,0.4705139891295816,0.4028017462584787,0.5814706051275733
Edwards,maetest,maestro,Nikiforov14M,0.5664239963251781,0.7347081911960746,0.536935339346718,0.1337682114027312,0.7436523447969662,0.78784479597261,0.2378676975408893,0.3974964772357025,0.6638126020066882
Edwards,maetest,maestro,WongWY08M,0.7218169198624639,0.5160071132386732,0.7054357279934985,0.5732159537752549,0.4744538622637704,0.7571240583644091,0.2245748891357712,0.7709889989613102,0.7707970248899955
Edwards,maetest,maestro,YeF11M,0.3960650766037321,0.5055503153699741,0.2976868252526725,0.4239425722620675,0.4240516669704309,0.8648649142871849,0.3737807129965362,0.8917470365354896,0.3872413270809123
Edwards,maetest,maestro,ZhangH05M,0.6486314723130412,0.4421854364103583,0.6224253839628567,0.5465343765435735,0.4364335344809833,0.6956144076586904,0.1413825676110258,0.7628225110594362,0.6297415268926604
OaF,maetest,disklavier,BuiJL06M,0.2349502760480411,0.1470545892675267,0.2018986245744125,0.7127550715973174,0.4275215344923498,0.8887003465370557,0.2936254067251316,0.7178393732672289,0.541164951718212
OaF,maetest,disklavier,ChenGuang03M,0.1126768507280026,0.2054420408641198,0.1585989305338726,0.7193623765667702,0.4399895626638677,0.8605328966766989,0.8310659488824376,0.7392373590464272,0.5742866325018294
OaF,maetest,disklavier,ChenGuang06M,0.7081061256310205,0.2855516229583145,0.8012069983614009,0.7829253928908372,0.5420408687301754,0.7352924645134732,0.3708628804670824,0.7230081441298118,0.2548753533967748
OaF,maetest,disklavier,Chon08M,0.3083264596098297,0.211557647629311,0.2123292067631073,0.5471437908339981,0.3464226314446303,0.7278581182241901,0.1583497204877721,0.8241851821613859,0.2178964816903261
OaF,maetest,disklavier,Huang10M,0.2313212487602209,0.0583332353761281,0.2636399270948195,0.5010700533546489,0.3674247708138636,0.7018309442714578,0.0321296459232591,0.6499621336853908,0.4483641458847001
OaF,maetest,disklavier,Huang18M,0.2724181357590047,0.1693540027543957,0.3436851073685028,0.6796145021348143,0.6952807977464901,0.8606536513436436,0.3516784282086047,0.7852767615380309,0.366338014443671
OaF,maetest,disklavier,KOLESO06M_18-1,0.47019982914399,0.1455777616247013,0.4488492493818756,0.7715988084639791,0.3902348263301805,0.9711098472340516,0.819466711633731,0.9581359460858464,0.5196208663180695
OaF,maetest,disklavier,KOLESO06M_18-4,0.5204864081126888,0.2352184266873433,0.2271911746494085,0.7157348235179701,0.3755310939425117,0.7945211274157388,0.4161318543176498,0.7580244681898541,0.2742077273183679
OaF,maetest,disklavier,KabuliL10M,0.1263939327263423,0.192070018575768,0.1296197597963877,0.5816027899209997,0.4021438746977672,0.9063575054361952,0.313149498984004,0.7956362132176306,0.5895053649894181
OaF,maetest,disklavier,KaszoS16M,0.5659474021515867,0.3247232945243993,0.2994877372372083,0.1442856729713238,-0.0137012761601612,0.8568805020182626,0.1470083305093795,0.3945571069884893,0.2782974831447076
OaF,maetest,disklavier,LeungM06M,0.4776278568527491,0.3043062038749257,0.2980750948677944,0.5650469224132836,0.2995226244967346,0.6699800889050094,0.324926526857468,0.6096224249211215,0.2349995401611659
OaF,maetest,disklavier,LeungR02M,0.1424892614020934,0.2753669638794162,0.1746216613391224,0.6663104954729613,0.4481354751582639,0.8142235126036597,0.2925627775284454,0.7249844098716083,0.3997990574149404
OaF,maetest,disklavier,Levitsky05M,0.2992268316639552,0.0818487883235015,0.216154379578093,0.7186650299092695,0.4383066682711222,0.8531349669895674,0.2627714125627058,0.7544869625630349,0.1733579489541817
OaF,maetest,disklavier,Lin11M,0.4365455025582118,0.07422739821656,0.4831038393763988,0.5849070639207111,0.3594988830629939,0.8139478479581199,0.3403547072370489,0.7312204574859574,0.2594387752830638
OaF,maetest,disklavier,LuoJ09M,0.5342173092510218,0.0762415514005759,0.5854093893031348,0.4447339709443589,0.4014938046464488,0.6002495774465852,0.242225315039245,0.6051238717352045,0.5037304802726053
OaF,maetest,disklavier,MunA12M,0.6250731153851651,0.2835599671643845,0.6116148367206865,0.6739135896324768,0.5940975738169202,0.9096940543656816,0.470555527593139,0.417783639376302,0.2583378718408348
OaF,maetest,disklavier,Nikiforov14M,0.4223541482970968,0.02889186076262,0.431731152979768,0.6569758091779717,0.1427425884899404,0.935442314921064,0.28585029535048,0.5688594766555105,0.5287994915974259
OaF,maetest,disklavier,WongWY08M,0.3631427209963577,0.0218407457479544,0.3988388342876316,0.372773891474004,0.3535426925083729,0.9013409460162712,0.2791938455547905,0.752977679148339,0.4870182605857592
OaF,maetest,disklavier,YeF11M,0.2176327761889109,0.2301882300906402,0.2245361798350238,0.5956582847610761,0.3634485183854908,0.7997329199443365,0.350681534741871,0.866192942390879,0.269846904615492
OaF,maetest,disklavier,ZhangH05M,0.2215298734367266,0.108028021191742,0.2174396723917394,0.7654610161687628,0.4674607487409931,0.8324966138963581,0.7933663023602312,0.8009226258443564,0.5217267364953997
Kong,maetest,disklavier,BuiJL06M,0.2970442537154458,0.2364949030264778,0.2562999395033687,0.6708379364145309,0.4363668632182633,0.8760457561092687,0.2893846455931158,0.7111230185217186,0.5315717079184743
Kong,maetest,disklavier,ChenGuang03M,0.2274827517893395,0.4969538594629641,0.2947396676357434,0.5213750936764411,0.2728789218543713,0.9786718802266252,0.8534236416613393,0.9789540277234684,0.5928555591822352
Kong,maetest,disklavier,ChenGuang06M,0.7075030740761319,0.6011998735749023,0.7293362110557333,0.6274496623798572,0.5299681697020137,0.786142286151205,0.4182432939099863,0.7659312855295454,0.2837039959513568
Kong,maetest,disklavier,Chon08M,0.3684677603259529,0.3561289068821457,0.2805261682591204,0.5134052890556939,0.3422385802442355,0.7626837292907764,0.1662810452599238,0.8313985025092616,0.2689938636490892
Kong,maetest,disklavier,Huang10M,0.2909536329240554,0.0904890197319865,0.2456928858928846,0.43041323191422,0.3640856816847646,0.5562592349623159,0.1672282639107477,0.6711925180161047,0.4610480496165314
Kong,maetest,disklavier,Huang18M,0.4632742608046021,0.3965524852179922,0.4848131840080406,0.5722769091640423,0.5572910314948141,0.7982211733403813,0.2386073889596022,0.6023839285778085,0.3576828322405795
Kong,maetest,disklavier,KOLESO06M_18-1,0.2846332493987319,0.5127748139347783,0.2802517072149043,0.4450778388463719,0.0822520863660982,0.9697323933456662,0.8738094845416355,0.97621925444834,0.5653742546561769
Kong,maetest,disklavier,KOLESO06M_18-4,0.7375802312561988,0.4462252276648234,0.2699169098574058,0.4197762264607294,0.3511621268982123,0.7936405325097725,0.429702442259537,0.7730258314255194,0.4069076540022005
Kong,maetest,disklavier,KabuliL10M,0.2371359822613584,0.2060650400095634,0.224794598629507,0.4950614688152628,0.4219886304333393,0.7565971117069872,0.1355064458380408,0.7400326359806791,0.5611133641114342
Kong,maetest,disklavier,KaszoS16M,0.7127375832205228,0.4653547737357376,0.5073184285544471,0.3111183440310807,-0.0020928618386035,0.5401522713259775,0.1593592122685519,0.1154896382941585,0.3257318729117077
Kong,maetest,disklavier,LeungM06M,0.6391193841631547,0.4775390522025148,0.5038140372098404,0.5938460797219435,0.3452004327824822,0.8024632605612028,0.3609972567735355,0.7682718695532795,0.3031562246198099
Kong,maetest,disklavier,LeungR02M,0.1517278144740708,0.377692178576371,0.2171043156280341,0.3544113279373709,0.1844962608262818,0.8191055092254873,0.3266075660549182,0.7707735602559532,0.6013942276216042
Kong,maetest,disklavier,Levitsky05M,0.2909456364056162,0.232644687392479,0.2597643306626037,0.4419735300586918,0.1221349851628804,0.87036975377271,0.3374302664256016,0.7777973238317315,0.3848291831227239
Kong,maetest,disklavier,Lin11M,0.4547976844244615,0.1873141420967325,0.4134264961180983,0.5515357482544527,0.2565383971596842,0.8736704878210366,0.3559429201126753,0.7372161805618582,0.3392087410564589
Kong,maetest,disklavier,LuoJ09M,0.6292302564041056,0.2096794726406154,0.5975032506007664,0.5754452646514278,0.3657073794899704,0.8001287320080048,0.2866523739327852,0.7671135991679899,0.593216603901475
Kong,maetest,disklavier,MunA12M,0.6504178286679851,0.524045365656617,0.6114105174700462,0.6884505425098867,0.4600182779844202,0.9168731129302604,0.4577549797685001,0.4318521413303795,0.3413241488680572
Kong,maetest,disklavier,Nikiforov14M,0.3116898854993654,0.4963177338103811,0.3772578264359163,0.1120087942520886,0.3178081129327206,0.9277969296215434,0.2756439237479162,0.491341218035888,0.5670636956711175
