model,midiset,audioset,piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
Kong,maetest,disklavier,WongWY08M,0.221092276738126,0.257816237153901,0.222556511505022,0.6114194630328654,0.1475466294612823,0.7700576356904598,0.2184004579552234,0.7775298247845536,0.5563181945281939
Kong,maetest,disklavier,YeF11M,0.3727278279853929,0.5728924132740294,0.2798460290279823,0.5147102980084459,0.3182027566684865,0.8007456096987041,0.3712272675416343,0.8872527814620331,0.2617147187932619
Kong,maetest,disklavier,ZhangH05M,0.1388919047341944,0.4193329848692951,0.1682039550055721,0.407647174639802,0.1684319348145922,0.9091748929654544,0.8136453574589403,0.9783149256783656,0.5327487628770537
T5,maetest,disklavier,BuiJL06M,0.1164995275661118,0.0529214213124518,0.1109042260787778,0.0856252449656404,0.4021532501769191,0.5637930350438631,0.1194840968103474,0.2537820820315783,0.3523044933024746
T5,maetest,disklavier,ChenGuang03M,0.080799030861207,0.0800550229789005,0.0711029771521269,0.0332842447615268,0.0774758634489704,0.7386395116450272,0.1409348764555966,0.2980584574300953,0.4525201093239812
T5,maetest,disklavier,ChenGuang06M,0.3700869723956449,0.4325398034912076,0.5060082678039639,-0.047209198079363,0.2042860442022242,0.7082731219680577,0.5500577391156607,0.2314775807704498,0.3137758394371988
T5,maetest,disklavier,Chon08M,0.1912260659258098,0.0907546401543086,0.0673666227913969,0.0461111784377552,0.1277044911991311,0.1785354134254675,-0.0062688904584965,0.2768756254957208,0.1940038484522687
T5,maetest,disklavier,Huang10M,0.1888848794195835,0.0461229037187744,0.1489962790643757,-0.00515428482148,0.2945879279627045,0.3142844008370152,0.0660916801716611,0.3517503022305857,0.4327261739435963
T5,maetest,disklavier,Huang18M,0.1162988676011905,0.1101445545607613,0.142502384479177,0.0685961862833024,0.2292097598239631,0.5256484728455132,0.176610491668039,0.276636676165935,0.217453731551215
T5,maetest,disklavier,KOLESO06M_18-1,0.1149066036665788,0.1885378617645992,0.070316850540862,-0.0246799303815031,0.0656454372859894,0.4758896244027685,0.0853040528423359,0.3564052775841105,0.4558997263116486
T5,maetest,disklavier,KOLESO06M_18-4,0.2509830742270082,0.423344395400846,0.3165775679649085,0.0141097018725972,0.2548715121164074,0.7023293621667596,0.7912794311795269,0.5810662815982336,0.3032490812224398
T5,maetest,disklavier,KabuliL10M,0.0859064853527539,0.1372021730364273,0.1196194126162195,-0.1252416243670648,0.3069132294471662,0.4116849114378832,0.1076475311737039,0.3592926854353186,0.4859090517654104
T5,maetest,disklavier,KaszoS16M,0.2313448211912291,0.1104026435969633,0.1693046634472224,0.1596347578471985,-0.0153141056468933,0.7992309987664926,0.0884114957920446,0.2224843332429692,0.3135685075809639
T5,maetest,disklavier,LeungM06M,0.2033875283341226,0.130370474903453,0.1320801477564368,-0.0623402725015037,0.3270933218408574,0.7585134525768596,0.2696759040253993,0.7030807830016857,0.2264791906690689
T5,maetest,disklavier,LeungR02M,0.0421924528255488,0.1772580537848101,0.0475906432054868,0.0440437831698054,0.1382105900907371,0.5421244209779537,0.110680268610302,0.4755711857196214,0.4978495963647195
T5,maetest,disklavier,Levitsky05M,0.3209894473409975,0.0681890404935206,0.2708308422335208,0.2301412443467351,0.135017698470495,0.6056126408867182,0.0832090568921793,-0.2170715170259565,0.4161257030257098
T5,maetest,disklavier,Lin11M,0.2181115856502762,0.0815482094337521,0.1830697864376671,-0.0712854253232578,0.0410984283837798,0.4389864780249406,0.1657902463561847,0.4128064456903743,0.3680983290219582
T5,maetest,disklavier,LuoJ09M,0.3516919504690943,0.1000733391613876,0.3255395620347494,-0.0126536430319819,0.0785485177518748,0.8360761271088849,0.3031910242842675,0.563510652884647,0.5806301121115651
T5,maetest,disklavier,MunA12M,0.5810465002024169,0.3467005535945319,0.4624804498656452,0.1530308774809899,0.2473131774661314,0.7699943567803944,0.2124125874462636,0.0636234581658335,0.2770665041898291
T5,maetest,disklavier,Nikiforov14M,0.2208072602414893,0.2916861258054332,0.2952649619603752,-0.0258056730306891,0.3467488409118282,0.548711267691102,0.1712660982576679,0.2938117561404852,0.3715225818581819
T5,maetest,disklavier,WongWY08M,0.1704359847185851,0.0788156525977089,0.1601770004396413,-0.0572478816448624,0.0392627451950348,0.5949670247145731,0.1132192785765029,0.5760680175180368,0.5335134241057391
T5,maetest,disklavier,YeF11M,0.0888637934042643,0.2807913431207111,0.0801927662455369,-0.0830976912504595,0.1658823128473145,0.5471507564401411,0.1815213882565634,0.3921532121857408,0.1600454580868648
T5,maetest,disklavier,ZhangH05M,0.1496093257372811,0.1912829426352678,0.1369922138366414,0.2125659722779165,0.0819204121753293,0.7264819976899878,0.3494096653273104,0.2226638234426448,0.2828050188118225
Toyama,maetest,disklavier,BuiJL06M,0.2995155075346923,0.318798512087831,0.2884426375081324,0.6562306559388909,0.4609164946408885,0.8890940203602736,0.2973237893784925,0.7058850667764812,0.5569954057553212
Toyama,maetest,disklavier,ChenGuang03M,0.2304308181701602,0.2967371828016809,0.2636372556741699,0.5048464757641051,0.1140506119702677,0.9914400494552016,0.8787461910221182,0.981397874588354,0.5857666085364074
Toyama,maetest,disklavier,ChenGuang06M,0.6605346838508908,0.6154866538971746,0.6679807228682862,0.5308129384577692,0.3762167178222401,0.7788072745439093,0.3937797246509982,0.746392811971708,0.3527681700538975
Toyama,maetest,disklavier,Chon08M,0.3547006359533017,0.3694323812302737,0.2801498773439799,0.5346241576773095,0.3114462824192824,0.7716971713758662,0.1258865735382762,0.8097554208393234,0.3135163610914714
Toyama,maetest,disklavier,Huang10M,0.2501628783008148,0.1050002050799427,0.2565637046142339,0.4479892370270619,0.3474230171474219,0.6609796814778256,0.0811305632117986,0.5421194426978933,0.4606535428107131
Toyama,maetest,disklavier,Huang18M,0.4002719896221188,0.3225134737051377,0.3933432223353673,0.5590203618179055,0.4621365231221963,0.8598223594434385,0.3615898756939471,0.8061562714137837,0.3826778912249512
Toyama,maetest,disklavier,KOLESO06M_18-1,0.284188773280476,0.7324583658893478,0.1804042633449457,0.4440082910660257,0.136029062530345,0.7155114557681383,0.1529631992305677,0.7191488813263446,0.5181672643788505
Toyama,maetest,disklavier,KOLESO06M_18-4,0.7794117919586896,0.5715829440170819,0.7010333620018683,0.4093459696430881,0.4984944137032709,0.8456565526011441,0.4469106562619165,0.771538502165183,0.4014593317562656
Toyama,maetest,disklavier,KabuliL10M,0.2092302120687504,0.6842708102187894,0.2805970626385055,0.6200897665740195,0.4394713356527302,0.7586115947785655,0.1552972291170918,0.7526589753867978,0.5904975133180272
Toyama,maetest,disklavier,KaszoS16M,0.647019361963067,0.4338682975930215,0.4458652608075013,0.2746669599088024,-0.0230607302879653,0.8432920189623376,0.1545390718684891,0.4079632525735316,0.2973151909718242
Toyama,maetest,disklavier,LeungM06M,0.5553913541718428,0.517485721260965,0.4328112952903422,0.5422407876728683,0.3645184165052018,0.787840669683127,0.3555503099467003,0.7430266767098724,0.306068485398888
Toyama,maetest,disklavier,LeungR02M,0.1474455849112097,0.4280757355029185,0.2074540467628492,0.3081947795437109,0.0923225409682477,0.6398103503040009,0.1178506990617813,0.7022596132059267,0.5298711095871024
Toyama,maetest,disklavier,Levitsky05M,0.3037151584791524,0.0476191515333594,0.2596984096401406,0.4071772196009736,0.0285024552985597,0.7163349406675086,0.1244478121620232,0.7387871095677239,0.4353091590789291
Toyama,maetest,disklavier,Lin11M,0.3910680194464427,0.2817442843482667,0.3432649153871489,0.4634863255017435,0.2147442794349468,0.8469446551385473,0.3469182653535257,0.7317180259353603,0.3727879653170761
Toyama,maetest,disklavier,LuoJ09M,0.5548399910789962,0.2218124123313191,0.5172834234330521,0.5084824358928773,0.3480960714219436,0.942806999088074,0.4702984152751228,0.7639818493834147,0.5758329734463477
Toyama,maetest,disklavier,MunA12M,0.6066275111420535,0.4898071198234207,0.5020907963600338,0.6390079028266056,0.4521247419865948,0.9291905060483266,0.9033154932267696,0.9378137735071704,0.3559426845811625
Toyama,maetest,disklavier,Nikiforov14M,0.2603654376533457,0.34695036215451,0.3699745553969375,0.1408363616657771,0.2959287340272126,0.7237774979036841,0.171610089640378,0.3968162695771549,0.5214471344672167
Toyama,maetest,disklavier,WongWY08M,0.2729022279891425,0.1742035642011296,0.2414752645115325,0.3159326326081029,0.1887503371276059,0.746243969918664,0.2121698344564171,0.7810206856839336,0.4644128710982891
Toyama,maetest,disklavier,YeF11M,0.2913345010479231,0.4839607795298744,0.2909417075101574,0.5597776682550276,0.3037973169067484,0.8523086976304202,0.3623192912872468,0.8819366090215076,0.2920135812750171
Toyama,maetest,disklavier,ZhangH05M,0.1765590173634794,0.3286512650850948,0.2096376100932698,0.3539880644778587,0.1117315222305315,0.6671658964526679,0.1018711284757574,0.7203742489077756,0.4470385494463712
Edwards,maetest,disklavier,BuiJL06M,0.3127361125222968,0.1827456782321496,0.323771420869211,0.6036944572856328,0.4498447473888222,0.8929652095690747,0.3004576911114248,0.708566335985017,0.5766724855569849
Edwards,maetest,disklavier,ChenGuang03M,0.2859685162199776,0.6012830420197869,0.341459904302863,0.6172394175640801,0.3408605520297488,0.947718939963166,0.8737560989700882,0.9088067975638844,0.6263512134939135
Edwards,maetest,disklavier,ChenGuang06M,0.7756185680508154,0.6581937795846133,0.7846303651229705,0.722329508575902,0.5097463600108593,0.9358511283743726,0.9598373077192583,0.9933185988751628,0.406941120506016
Edwards,maetest,disklavier,Chon08M,0.2915479570043439,0.4343000405711993,0.216856307461978,0.5918550422981014,0.3599253107618269,0.7934095695218802,0.8508443678913233,0.980439164267384,0.2970340551081051
Edwards,maetest,disklavier,Huang10M,0.323864461251078,0.0838184978532515,0.3115187749898793,0.4450252608160543,0.4635429804876819,0.7071667661671536,0.0600330745849314,0.6565626661108732,0.5082490579514801
Edwards,maetest,disklavier,Huang18M,0.4306321088180017,0.3893566508917113,0.4955507172911347,0.7168276876976593,0.7300709885328258,0.8066109274714933,0.2429314658017568,0.605342324304467,0.4148089529844969
Edwards,maetest,disklavier,KOLESO06M_18-1,0.5111580673051243,0.3105309178043736,0.3634538876111899,0.6277093013433622,0.2588901926029863,0.934699474003114,0.833891526047616,0.9381990846013551,0.6087135499425087
Edwards,maetest,disklavier,KOLESO06M_18-4,0.8018915998562256,0.8521196014801496,0.7798145316612383,0.6855848977491168,0.5479963121305137,0.9516624618702748,0.9806347997825736,0.9936437255715344,0.4563574468220409
Edwards,maetest,disklavier,KabuliL10M,0.3540693246095732,0.4261402774337948,0.399269830292272,0.6634616789811063,0.4933775690518958,0.9924253400736636,0.8803219124848257,0.9758008826179204,0.6653490504208512
Edwards,maetest,disklavier,KaszoS16M,0.5971936289691858,0.3689824834425817,0.4673203372007766,0.3014342992181043,-0.0037721451925298,0.6030406389243959,0.1574497981933012,0.114413253994294,0.3882999436835977
Edwards,maetest,disklavier,LeungM06M,0.5905858116531244,0.5174296159789903,0.5334039216689993,0.4071866192032179,0.3264816008477806,0.8804952985260622,0.8874319875743527,0.981637853681313,0.3255201402170221
Edwards,maetest,disklavier,LeungR02M,0.2240985093897375,0.489290582244692,0.292324691670243,0.5233445194666506,0.3127333289849221,0.6326636487753001,0.1376463291706992,0.7155681174975161,0.5800705998592398
Edwards,maetest,disklavier,Levitsky05M,0.3257122236417379,0.3648867139567117,0.3396472374550735,0.5549499558646898,0.28617689087968,0.9543072991862728,0.8932037330396938,0.9785634150532478,0.3896191411027166
Edwards,maetest,disklavier,Lin11M,0.5151948276729118,0.1629119906319829,0.5776706346493684,0.5959967141815724,0.425841007137201,0.8549036116717345,0.3534532846834187,0.7319930039716732,0.4073420252545707
Edwards,maetest,disklavier,LuoJ09M,0.6651582015496919,0.2125566224335251,0.6513146523518283,0.5588919325362812,0.455150202852807,0.9378383494866738,0.4574075491515188,0.751574324134505,0.6136811069154284
Edwards,maetest,disklavier,MunA12M,0.6095936524608796,0.4350151588884179,0.510709292730096,0.663730236810008,0.5698054755548911,0.9271098802988486,0.4585543658525473,0.3965118517645028,0.4168466429475305
Edwards,maetest,disklavier,Nikiforov14M,0.392217046841688,0.2308132563323064,0.4377735677960911,0.2457533431319753,0.099283507023563,0.930188131308522,0.2819063193456695,0.4867066285893081,0.5638615122536067
Edwards,maetest,disklavier,WongWY08M,0.3729696351607627,0.2714854430364254,0.3734113265277322,0.6240439271079994,0.332259603484318,0.9016421761792822,0.2924136653378651,0.7534479163620048,0.5779087968051376
Edwards,maetest,disklavier,YeF11M,0.3926343404160584,0.5896570945337644,0.2552525267717822,0.5820500503646518,0.4275067124761246,0.8435398315176719,0.3782141251937114,0.89531302075677,0.2750306929020811
Edwards,maetest,disklavier,ZhangH05M,0.2607950101337944,0.3105001622345696,0.2457529468815161,0.6174088931090332,0.2997931721307306,0.9479093110555764,0.7515935007387615,0.957464609816908,0.5850228480948773
