model,polyphony,dynamics,midiset,audioset,piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
Kong,18,0,random,disklavier,RANDOM_P18_D0,0.2534281066439529,0.1367721284882315,0.1475676037075552,0.0817180814788584,0.0554746830278702,0.1173170557111601,0.1664655324234985,-0.1644827319660737,0.6979702274055456
Kong,18,1,random,disklavier,RANDOM_P18_D1,0.1437686319865599,0.0788605148065426,0.0967743713846892,0.1891358188013489,0.1622173297828126,0.0016284996435887,0.1483709880785546,-0.2460839117388187,0.1117367212422539
Kong,18,2,random,disklavier,RANDOM_P18_D2,0.1522728490613725,0.169669053687182,0.0554327507948994,0.0008197892563883,0.1196611803172599,-0.1572263970586391,0.1341641348865907,0.2213791367154441,0.238984398513432
Kong,19,0,random,disklavier,RANDOM_P19_D0,0.1823593532829956,0.148076108636302,0.0881935357947573,0.0643274152157772,0.0880871725379802,0.1342875061194149,0.1191596485020533,0.0999533359336555,-0.1328865023033046
Kong,19,1,random,disklavier,RANDOM_P19_D1,0.1043806095798184,0.0980449799390887,0.0987949315319209,0.1268260462875419,0.09779423692334,0.1254133083154369,0.004205195846468,-0.0966736822039956,0.0979380772301035
Kong,19,2,random,disklavier,RANDOM_P19_D2,0.156867914693765,0.0911239410382243,0.0597408221767994,0.052083577247789,0.1684499664229812,0.2022268944860679,0.148021903628217,0.1312334081340619,0.0247504832449617
Kong,20,0,random,disklavier,RANDOM_P20_D0,0.2393231050625674,0.1341841102650378,0.1304329134673597,0.1558576656379899,0.096194778125614,0.0570463980440276,0.1083689443579397,-0.2870713086995932,-0.0326918566039267
Kong,20,1,random,disklavier,RANDOM_P20_D1,0.1732566999610979,0.0856997182324014,0.0633213352265876,0.1992924779871217,0.2975897604876857,0.0717413897157133,0.1015023325343796,-0.3352621510086296,0.2689946105264642
Kong,20,2,random,disklavier,RANDOM_P20_D2,0.1821501517709137,0.0988839981106585,0.0981799963874557,-0.0245807855025605,0.25516113343309,0.1288134638000213,0.1402067941041029,0.0704799023101988,0.0954849126723612
Kong,21,0,random,disklavier,RANDOM_P21_D0,0.230836876196477,0.1668080644535543,0.0730617725577833,-0.0120847056025291,0.1117662490201084,-0.1816381055977013,0.1336835160513811,-0.2128767882808665,0.6283422015127796
Kong,21,1,random,disklavier,RANDOM_P21_D1,0.1516394366196321,0.1119024472125523,0.0593211329815687,0.1664591022674462,0.2652036789013611,-0.0289040327314736,0.1023521445117511,-0.255279067413051,0.0597956103254929
Kong,21,2,random,disklavier,RANDOM_P21_D2,0.161823903485355,0.1655644904692746,0.1060044921623095,0.0839318456408784,0.2639960327268903,0.1358805232047399,0.1604923420904414,0.1822417004608686,0.0419238672805794
Kong,22,0,random,disklavier,RANDOM_P22_D0,0.1726917178599143,0.1219028353119634,0.1043955223587125,-0.0234886860394494,0.1146421176588147,0.0305881099018318,0.1224996418831402,-0.2478801495425572,-0.0351510449614574
Kong,22,1,random,disklavier,RANDOM_P22_D1,0.1731881051846635,0.1280467836969679,0.1300409679360799,0.1550887209610667,0.2497485255738069,0.087665808100964,0.1075426957661559,0.02285622162458,0.0962001056550534
Kong,22,2,random,disklavier,RANDOM_P22_D2,0.1744243088992356,0.1207561972500222,0.0682296471861325,0.0502138119810099,0.2424222945690535,0.0001424397742111,0.1283872058734208,0.0250488016693074,0.188528807960218
Kong,23,0,random,disklavier,RANDOM_P23_D0,0.2399041335941329,0.1622298842851341,0.1239010429288426,-0.0367671757508113,0.0932345980668048,-0.0190410574922369,0.1838368061884278,-0.2946055084051512,0.3055263664490329
Kong,23,1,random,disklavier,RANDOM_P23_D1,0.176949972910079,0.0830951905696989,0.0699011236335201,0.1254331154342426,0.2503826082784451,0.0140879684889645,0.1484933092379011,-0.1852531766955162,0.2147462729782283
Kong,23,2,random,disklavier,RANDOM_P23_D2,0.1878854498298183,0.1275409161202713,0.1070304447114738,0.0220953700183904,0.2508076547019656,0.2421999137074069,0.1191559506996427,0.2395303107296147,0.07203954499149
Kong,24,0,random,disklavier,RANDOM_P24_D0,0.1964372735889619,0.1024860336506941,0.0939108706698827,-0.0053897377255914,0.0890914202260631,0.0352424559215262,0.1450825196870098,-0.1908200149833075,-0.3447327158675179
Kong,24,1,random,disklavier,RANDOM_P24_D1,0.1477825081631631,0.1212507206411099,0.0788084983829778,0.1510807008619944,0.2286294222377907,0.1563372500973933,0.116543220007883,0.1610687309632684,0.1488864612377527
Kong,24,2,random,disklavier,RANDOM_P24_D2,0.1077616698475012,0.05984110844306,0.0456309200070494,0.0390975201362221,0.2194419573521507,0.1560810281893871,0.1130718204227785,-0.0015354611488972,0.1205666663538053
T5,1,0,random,disklavier,RANDOM_P01_D0,-0.0272460515114382,,,0.0819988778248397,0.2857881094856204,0.1277349793420417,0.1187836592349721,0.0858055113808802,0.0086639238348201
T5,1,1,random,disklavier,RANDOM_P01_D1,0.0079255684197393,,,-0.2140214103472908,-0.0025807013309838,0.2395609403761728,0.1125238941930919,-0.1293915026869193,0.0022846411399947
T5,1,2,random,disklavier,RANDOM_P01_D2,-0.0446524089344303,,,0.0596008404786983,0.2241828053262541,0.3420507132063464,0.0425924860514638,0.0412180326463251,-0.0331420542162424
T5,2,0,random,disklavier,RANDOM_P02_D0,-0.0535094725931027,0.1832027095923151,0.0027943553858423,-0.0503929002276815,0.1366021663275577,0.1319245199830728,0.1071383853426415,0.2502281133584899,0.2650325339430334
T5,2,1,random,disklavier,RANDOM_P02_D1,-0.0929504824760238,0.1360176441736146,0.0432895034697671,0.0481763693721696,0.0029866380255866,0.2082265553445922,0.1462975971139442,0.0330203874438126,-0.2688533002757325
T5,2,2,random,disklavier,RANDOM_P02_D2,-0.0327877590023846,0.1377205610559723,-0.0572865402519327,-0.0343695608265649,-0.0104692508451665,0.3868119245085675,0.1225881124785886,-0.1184700417943616,0.2479530684319339
T5,3,0,random,disklavier,RANDOM_P03_D0,0.027241222421976,0.0458790289757936,0.070177084207198,-0.0851789535599411,0.1355099625356372,-0.1360587920320409,0.1134352338557918,-0.1009432024171898,0.0598218052867452
T5,3,1,random,disklavier,RANDOM_P03_D1,0.1903803848495687,0.0948378276723667,0.2384370715996208,0.1573423920246331,0.098047788773847,0.0199531749347302,0.1522082344454603,0.1298896172942056,0.3321315897634042
T5,3,2,random,disklavier,RANDOM_P03_D2,0.0079717766167868,0.0365325847776549,-0.0126520649404921,-0.050562047364175,0.1627775214759119,0.2797721014942315,0.0620332931780262,0.3207110138260216,-0.1057386338514398
T5,4,0,random,disklavier,RANDOM_P04_D0,-0.0236008054449475,0.0411813979153634,0.0166263892808332,0.0252335571045395,-0.0174941858646393,0.0193113012695907,0.1276462103662899,-0.338585672465259,0.1211822198535709
T5,4,1,random,disklavier,RANDOM_P04_D1,0.0283424026207022,0.0703456309671766,0.1744892635349773,-0.1307119566283763,-0.0313585758993472,-0.0490945903616467,0.1434777553699077,0.1479643733820289,0.3840796775915392
T5,4,2,random,disklavier,RANDOM_P04_D2,0.0608379845259052,0.1047351301794898,0.0312232265211014,0.0292062305673454,0.0348025931100987,0.2754736316872518,0.1288749378237915,-0.1876278542765714,-0.0267307966993447
T5,5,0,random,disklavier,RANDOM_P05_D0,0.0149413799435426,0.1779743323263458,0.0463587577563116,-0.155969904594385,0.1097010767164653,-0.0265405415535145,0.1138966617593412,-0.0558758790316229,-0.0762817941307817
T5,5,1,random,disklavier,RANDOM_P05_D1,-0.0066235163474289,-0.0154214756387615,0.0088453291474326,0.1373259790039961,-0.0127905154401893,-0.0066540967958817,0.1347579224365119,0.062828560686222,0.4820673800873523
T5,5,2,random,disklavier,RANDOM_P05_D2,0.0441200531628065,-0.0531047362444397,0.0706768047367872,-0.0947696146566151,0.0659528962561002,0.3042485730184403,0.1452112109420875,0.3533904062381459,0.1173096005395862
T5,6,0,random,disklavier,RANDOM_P06_D0,0.0209779377775041,0.0277487516261049,0.0306093646967762,-0.0595057456038541,0.0401953686602323,-0.0066261362571908,0.0997549811980417,-0.310857894401206,0.0896690655797867
T5,6,1,random,disklavier,RANDOM_P06_D1,0.2005796969865146,0.0220022019958451,0.0998670381321922,0.2191149532471132,0.0073835268853182,-0.0135010334853388,0.1242172191148845,0.0185531236004955,0.5636414090308393
T5,6,2,random,disklavier,RANDOM_P06_D2,0.0879827682717867,0.0233735808043986,0.0600939010756387,0.1661612311120155,0.162390629549988,0.0658328075353842,0.0931702822906131,0.322342953716461,0.3636396517432708
T5,7,0,random,disklavier,RANDOM_P07_D0,0.0833232638357527,0.0080468741138854,0.0991097056393636,-0.0261941362516355,0.1720598286300159,-0.0844931485575154,0.1694171195959018,-0.1637912503687073,0.2379426893373713
T5,7,1,random,disklavier,RANDOM_P07_D1,-0.0359422934087627,0.2472354996081604,-0.0256138822212409,0.1996838689782809,0.0009101067721029,0.0120883878789726,0.12257553837053,0.0821551536944013,0.3313669579246145
T5,7,2,random,disklavier,RANDOM_P07_D2,0.087973287996979,0.002371155688475,0.0486535745440324,0.1561598660722331,0.0836550934607841,0.0338978397331044,0.1509466004988003,0.3109452354305452,0.2866434229914752
T5,8,0,random,disklavier,RANDOM_P08_D0,0.0353563971047318,0.0687596276339224,0.0465662814283307,-0.0709783464735958,0.0953139953065178,-0.0059964006656612,0.1301855712785858,0.1337705669122066,-0.0805472218844726
T5,8,1,random,disklavier,RANDOM_P08_D1,0.0819890890208517,-0.0310737666302961,0.1252013166020179,-0.0703380236917774,0.0476231398276997,0.0337953886886926,0.1049040778626926,0.2975764662498005,0.3258628621789953
T5,8,2,random,disklavier,RANDOM_P08_D2,0.0091052650613626,0.0058652375072881,0.0004725518074823,0.0397763796969264,0.1319218272527322,0.0667813126960067,0.130911411654041,0.4223288342692087,0.2544196144358672
T5,9,0,random,disklavier,RANDOM_P09_D0,0.0851110128773783,-0.0039336453320702,0.1203701867367998,-0.0147068787036662,0.0379488216780111,-0.0475752105343257,0.1110951041734785,-0.2309264756899717,0.2684807330123286
T5,9,1,random,disklavier,RANDOM_P09_D1,0.0104482423183223,-0.0207144694756375,0.0301493923849095,0.0032695319485218,0.0449631377751525,-0.0119337636394994,0.1825341400577958,-0.0378536204527567,0.2338579991810175
T5,9,2,random,disklavier,RANDOM_P09_D2,0.0742632337843283,-0.0434082779920228,0.0457555083517572,0.0844101856641936,0.1464010209611576,0.1141436201221009,0.1954869834044441,0.2122536158438902,0.212647235537203
T5,10,0,random,disklavier,RANDOM_P10_D0,0.0588987770860311,-0.0275945400513595,0.0530391612183743,-0.0226992573727934,0.0998613316820369,0.0757019827733531,0.1494545839402089,-0.2728139011412528,-0.1333879268892783
T5,10,1,random,disklavier,RANDOM_P10_D1,0.0038455108151696,-0.0280928111524853,0.0217346296386063,-0.0844057497697607,0.0416723658692463,-0.0202308299583957,0.1463974906457664,-0.1029691816788272,0.23069163813639
T5,10,2,random,disklavier,RANDOM_P10_D2,0.0352120920330594,0.0376929967161369,-0.0128521758205118,0.1566459138020237,0.1331208302750016,-0.039754011912605,0.1372951425102442,-0.1952676247094416,0.2863099733208969
T5,11,0,random,disklavier,RANDOM_P11_D0,0.0448671145181579,-0.0284743276854746,0.0255146969525091,-0.1220077878030041,0.0192062573418164,-0.0950578748947826,0.1377454917076375,0.2877629920510863,-0.1374712326063807
T5,11,1,random,disklavier,RANDOM_P11_D1,0.0272705838007201,0.0266914632052422,0.0010763339991769,-0.0293641028973079,0.1188390922712,-0.0718682199923913,0.1372713548385222,-0.2874618765863607,0.2421393972813764
T5,11,2,random,disklavier,RANDOM_P11_D2,0.1029589670930277,-0.026351565514811,0.025440599973567,0.0836436556804064,0.0906905288115552,-0.0749216730179872,0.1553020923083023,-0.0691952791154037,0.3051510519521842
T5,12,0,random,disklavier,RANDOM_P12_D0,0.0580634288848034,-0.02546856866526,0.0578093244518306,-0.0674637044594893,0.0724860082715544,-0.0017082646721302,0.1157848324415446,-0.2346078789263979,0.3637514067699616
T5,12,1,random,disklavier,RANDOM_P12_D1,0.0095604251812287,-0.0262249313235341,0.0296791588741301,-0.0238422258845624,0.0765274735044247,-0.2034779190680775,0.1276383562877846,-0.3879275324280754,0.1658333704281419
T5,12,2,random,disklavier,RANDOM_P12_D2,0.0558124542005927,0.0289657573590387,0.0458250587878421,0.0799266508815794,0.1143055959827604,-0.1230917752085968,0.1442391588565109,-0.0480149283449188,0.2018387755340704
T5,13,0,random,disklavier,RANDOM_P13_D0,0.0057535239011691,0.0389741194241126,0.0170362883333005,0.0016649000514518,-0.0014229641045615,0.1024877972916563,0.1416904984833768,-0.10676156132713,0.1917779688011222
T5,13,1,random,disklavier,RANDOM_P13_D1,0.0649604536033594,0.0630935825682272,0.0245444761598002,0.1012664127657118,0.0448211907375961,0.1170558964416675,0.1561640641523096,-0.0678751082324894,0.1258567977482879
T5,13,2,random,disklavier,RANDOM_P13_D2,0.0192125592472474,0.0667195285475896,-0.0342356170431663,0.0915834737135137,0.1126973769203825,0.0821428418834567,0.1548245294667727,-0.0197509910969182,0.2022050668045196
T5,14,0,random,disklavier,RANDOM_P14_D0,0.0878251374631269,0.0828638280897158,0.0629953203885372,0.0518165997159537,0.0200629413183878,-0.0579245187900177,0.1466721131461759,-0.2444602330006022,0.5113760656076607
T5,14,1,random,disklavier,RANDOM_P14_D1,0.0420087587875081,-0.0184271335293494,0.0092749673792718,0.1171821343352246,0.142280033197703,0.0049316849403563,0.1051425860484716,0.0533857078409182,0.1954820208350695
T5,14,2,random,disklavier,RANDOM_P14_D2,0.0275741051869231,0.0041787997979787,0.0359260011915862,0.1535730911487234,0.1011964881399379,0.1222557924564088,0.1426405752444358,0.1550236333915723,0.1853371450549397
T5,15,0,random,disklavier,RANDOM_P15_D0,0.0687122458509078,-0.0150030998943638,0.0257213782127089,0.0401661952695152,0.0408034035214556,0.0754120084433593,0.1690193233674856,0.012097200435439,0.4942780990710066
T5,15,1,random,disklavier,RANDOM_P15_D1,0.0163860394069471,0.0809756695365643,0.0290592049444715,0.0701419654944067,0.0803206068625372,-0.0293491262341497,0.112360885372574,0.0778322167634214,-0.0075372099465534
T5,15,2,random,disklavier,RANDOM_P15_D2,0.0690593811722398,0.0321423757049441,0.0702354563182651,-0.0011018290194826,0.0929393391669983,0.2277898548812363,0.1426564531601288,0.261042467909333,0.1041862167172342
T5,16,0,random,disklavier,RANDOM_P16_D0,0.1002479486223552,0.0307243162240277,-0.0124942626088835,0.0095376714951395,0.0224293995925643,0.1042266801623061,0.1314267114878696,-0.3375650659579685,-0.3177020665358381
T5,16,1,random,disklavier,RANDOM_P16_D1,0.0856500735201152,0.0867070910383225,0.0535120290220682,0.0900152455132215,0.1416261232428494,0.1880766749997338,0.1013798852589748,0.0258559088550294,0.0641871498431373
T5,16,2,random,disklavier,RANDOM_P16_D2,0.0222940525156889,0.0988611115796584,-0.0090256560935809,0.0067482116564453,0.1082134311611737,0.0958794685334011,0.1641693969294072,0.1818937871183764,0.155492772847995
T5,17,0,random,disklavier,RANDOM_P17_D0,0.0714008030580198,0.0190850552692506,0.0592086151716465,-0.0783825128482675,0.080645209214893,-0.136902564286554,0.1700124229838899,0.2525800628283441,0.3491440503678807
T5,17,1,random,disklavier,RANDOM_P17_D1,0.0321080159371112,0.0536242769215935,0.0121431144745128,0.1054750770641851,0.098117619255845,0.1849735254202782,0.1114227296851369,-0.0207726412392826,0.1671153426779865
T5,17,2,random,disklavier,RANDOM_P17_D2,0.0721511331802614,0.0330402921979181,0.0422492252863537,0.0792733102807635,0.1408135251382751,0.1022063772255384,0.1257428029333234,0.2126202844911298,0.0320159652712347
T5,18,0,random,disklavier,RANDOM_P18_D0,0.054407463985908,-0.011388883460981,0.0066864906472832,0.1179024113590369,0.0332717796106679,0.0352780933832639,0.1333622980328696,-0.18753276423744,0.5989704772917196
T5,18,1,random,disklavier,RANDOM_P18_D1,0.051296636573585,0.0008639394330221,0.0313534276987525,-0.1542376439022356,0.0693936692905362,-0.0466166528862779,0.1498945189282051,0.2169677525956275,0.1069552136888242
T5,18,2,random,disklavier,RANDOM_P18_D2,0.0843761027099328,0.0610695139026768,0.0367651494653334,0.074797780163404,0.1223658509649297,-0.0660708364647458,0.1599252298663321,0.0108812765290482,0.2196486735617494
T5,19,0,random,disklavier,RANDOM_P19_D0,0.0441124213917287,0.1155874232906674,-0.0127016016524027,-0.0031101250573114,0.0794540772608836,0.0873029350256363,0.1070532761060045,0.0745900708174536,-0.1546301597748854
T5,19,1,random,disklavier,RANDOM_P19_D1,0.0693715907188495,-0.0170292309827836,0.0010938778396344,0.0552607280903698,0.092046775916004,0.0617588337445707,-0.0104113887885255,-0.049602613419397,0.0856966621093038
T5,19,2,random,disklavier,RANDOM_P19_D2,0.0578843715937884,0.002404717336762,0.0322215251891282,-0.0585036756274646,0.1362766846520258,0.1385742590834612,0.1518856786974888,-0.115713947522155,0.0162347443467623
T5,20,0,random,disklavier,RANDOM_P20_D0,0.0693729735386396,0.0484636117040856,0.0725244779831767,-0.1074111595934838,0.0738938331827115,0.0028658520222274,0.0816084240658086,-0.3475653202687758,0.0232610775732693
T5,20,1,random,disklavier,RANDOM_P20_D1,0.0515589937992107,0.0110094225685712,0.0406405836621553,-0.0927340217782645,0.2154628084904341,0.1505077396653355,0.1231667202781001,0.2413908517088001,0.2415004933259329
T5,20,2,random,disklavier,RANDOM_P20_D2,0.0874350259076822,0.0118827386772073,0.0651016107124921,0.0717002237331705,0.1829466837539653,0.1609583499275659,0.1476154322930207,-0.1026721947848336,0.0718588613143913
T5,21,0,random,disklavier,RANDOM_P21_D0,0.1152511015579809,0.0812640586038869,0.0954351218404111,-0.0999026305503232,0.1229322624542107,-0.1960465154450769,0.0965152950074483,-0.231180794640053,0.5912160966061163
T5,21,1,random,disklavier,RANDOM_P21_D1,0.0584535456574885,0.0971834969183385,0.0492649465764668,-0.105389146183883,0.2224963743210462,0.0056192345541778,0.1306846980954882,0.3522885183484984,0.0731559710188765
T5,21,2,random,disklavier,RANDOM_P21_D2,0.0927068946532475,0.0877376918526542,0.0010413135815866,0.1898015391828897,0.2266975414166938,0.1347655339673088,0.0982220998928971,0.0623432250415434,0.0324013165677377
T5,22,0,random,disklavier,RANDOM_P22_D0,0.0707140878145118,0.076173682307885,0.0336249779933232,0.0288597240025529,0.0960577279013872,0.0505897619151419,0.1405805874216576,-0.2290666427904148,0.087051655510352
T5,22,1,random,disklavier,RANDOM_P22_D1,0.0876921745579407,0.0117937658084294,0.037863102920605,-0.0666364608218375,0.1958936776284445,0.0069130636654666,0.1052011919465456,0.1007261815338199,0.0448892944416483
T5,22,2,random,disklavier,RANDOM_P22_D2,0.1151987336486685,0.045462680296071,0.0554484428734159,0.0821038032829572,0.2101431741665174,-0.0022367602601886,0.1810887913354615,-0.046021985908347,0.1817675084851199
T5,23,0,random,disklavier,RANDOM_P23_D0,0.0633082007782958,0.114659376064936,0.0358610827773188,0.1202327396669769,0.096187410261218,0.0991361363757531,0.1444574875609908,0.2201714151839592,0.3120136733396721
T5,23,1,random,disklavier,RANDOM_P23_D1,0.0712789577845006,0.0029458559833859,0.0209883329418809,0.2186288884715688,0.1836897812278546,0.1101521175609226,0.1324387611107006,0.0902290249258825,0.2331091857926922
T5,23,2,random,disklavier,RANDOM_P23_D2,0.0733836180309154,0.098572986623747,0.1326069476965671,0.0763213904435215,0.2073928878390953,0.1754940803010117,0.1279147682221804,-0.0230520704242854,0.0812926606431969
T5,24,0,random,disklavier,RANDOM_P24_D0,0.0519074475471845,0.0623651532534422,0.0424194971493559,-0.115800759930124,0.0618865613180692,-0.0614399125156458,0.1560384278872825,-0.2448444183893365,-0.3270134723975842
T5,24,1,random,disklavier,RANDOM_P24_D1,0.0748898086002932,0.0409825558807347,0.0793147649705082,-0.0476696824982615,0.169915221180305,0.0347021556432823,0.1488674397194251,0.0833310950819524,0.1865363939774944
T5,24,2,random,disklavier,RANDOM_P24_D2,0.0240326716096814,0.0276814504951457,0.0014857008883826,0.069498204939684,0.2111577519550751,0.0788468732648336,0.1239985415731941,-0.356735242589058,0.1738700262370329
Toyama,1,0,random,disklavier,RANDOM_P01_D0,-0.115691132282513,,,0.0506054688736481,,0.5370952357414528,0.0637116697319262,0.5991344044163712,-0.1394023542089437
Toyama,1,1,random,disklavier,RANDOM_P01_D1,-0.1941577404977919,,,0.1256699333642306,-0.0391591235309401,0.5476829693099086,0.0094304377581331,0.5657071511963925,-0.2106440586029454
Toyama,1,2,random,disklavier,RANDOM_P01_D2,0.0586143951268159,,,0.0584815489702071,,0.3131191369220279,-0.0459408432302541,0.2227140461429377,0.0170843374896095
Toyama,2,0,random,disklavier,RANDOM_P02_D0,-0.0221616219518891,0.7942441202132673,0.2330741615257663,-0.0835616777318543,,-0.0350734715378623,0.1555443942846718,0.1897128220819248,0.8315826911701378
Toyama,2,1,random,disklavier,RANDOM_P02_D1,0.0768383335348436,0.5894509714320936,0.3249817916130862,0.0467834807637971,,0.4272254531327477,0.0840445706528907,0.4752791430597049,0.3421739475527981
Toyama,2,2,random,disklavier,RANDOM_P02_D2,0.0120529427106388,0.9111862926524286,0.2147671837021588,0.0468410799301745,-0.125300490685219,0.0607922036118535,0.0772335149350381,0.4486163877632611,0.2423381455885581
Toyama,3,0,random,disklavier,RANDOM_P03_D0,0.0430688542148519,0.6491261487334529,0.2424033300632663,0.3534336993697654,0.1574405799180765,-0.0942942572915379,0.1461497954639555,-0.0997619339928198,0.7003690336541633
Toyama,3,1,random,disklavier,RANDOM_P03_D1,0.0480302391486744,0.7581189170188052,0.2588931609580669,-0.0122335438600196,,-0.0398648651893116,0.1113736134003456,0.0571485649347038,0.6990397229473473
Toyama,3,2,random,disklavier,RANDOM_P03_D2,0.1073710093315686,0.484153354749257,0.1587420047296673,0.0221007756271262,,0.2017092714499795,0.1602759685220459,0.405572275896019,0.1923274898690482
Toyama,4,0,random,disklavier,RANDOM_P04_D0,-0.0204801227243475,0.5005793329524282,0.04518448077672,0.1527954035287742,0.0085225913847217,0.0871850392967223,0.0921822384319253,-0.2578863847866985,0.6127232440347004
Toyama,4,1,random,disklavier,RANDOM_P04_D1,0.0950037301918785,0.5593660443811216,0.3270569282443925,0.0445390980538472,0.0076121244821061,0.245682482081727,0.0835419982350193,0.6321984357265081,0.7047735488089756
Toyama,4,2,random,disklavier,RANDOM_P04_D2,0.1041239839657084,0.5148391261032136,0.136287450721012,-0.1774149571176306,0.0168379514361495,0.3020366229867957,0.1265515698697639,0.4593824737970638,0.313124074723875
Toyama,5,0,random,disklavier,RANDOM_P05_D0,0.1589145185757031,0.0815855391277174,0.2040834922292459,-0.0148219762945729,,0.2152825573867595,0.1095667534244425,0.6580071652382918,0.4364877789780659
Toyama,5,1,random,disklavier,RANDOM_P05_D1,0.0367283609552999,0.0289108734260507,0.133500825540982,-0.1170101458535498,0.0067868846411247,0.2566738620630456,0.1033733939113041,0.5929144291868356,0.6195428992811766
Toyama,5,2,random,disklavier,RANDOM_P05_D2,0.3854477145509798,0.5190256189441075,0.3722312993040788,-0.1089263013280313,0.0267910302636514,0.3815033912395035,0.0869141039426053,0.4495787308648751,0.2601143326320701
Toyama,6,0,random,disklavier,RANDOM_P06_D0,-0.0003374882982544,0.3579271451989876,0.1032611643660677,-0.1504384395368909,0.0390119919758878,0.0489282896962451,0.098248989006362,0.3284369727203127,0.7650553461783304
Toyama,6,1,random,disklavier,RANDOM_P06_D1,0.0383717812592633,0.2213734207837153,0.1427884949707566,-0.0802201018489888,0.0541778454657094,0.2389623776312418,0.1325215077270337,-0.6114328545793198,0.5545986343207975
Toyama,6,2,random,disklavier,RANDOM_P06_D2,0.1376465727489017,0.4032918041967796,0.146582777403099,0.173162681500616,,0.0137078444409271,0.146421033780377,0.509629364916545,0.1686268016431482
Toyama,7,0,random,disklavier,RANDOM_P07_D0,0.0890316171214436,0.4288517440905297,0.1915490680629075,-0.0600219220614736,0.1369382039239936,0.1721563667424418,0.1501298920609839,0.422016400789194,0.7631174925858001
Toyama,7,1,random,disklavier,RANDOM_P07_D1,0.0711591582048982,0.2278197585639566,0.1389110002927054,-0.0375656840622944,-0.0012096476495453,0.3122539810862918,0.1055962012404657,0.6356019313867672,0.6381722070773089
Toyama,7,2,random,disklavier,RANDOM_P07_D2,0.1023012061490149,0.091426411543062,0.0965983731790292,0.1449263278762908,0.1384342409330714,0.0677991123361804,0.1625247857863802,0.4207068206160403,0.3447412036332583
Toyama,8,0,random,disklavier,RANDOM_P08_D0,0.0739938308363188,0.3473042375266607,0.2055013517418834,-0.0852265985657349,0.1749554841236826,-0.0321747290360042,0.1494508323081018,-0.3938994600518812,0.4889229873894725
Toyama,8,1,random,disklavier,RANDOM_P08_D1,0.083036811151231,0.4066844827453189,0.1498092545625798,0.0557554890749394,0.1128630680104391,0.0943221068086785,0.1470863482986748,-0.5774289259648927,0.5703249775069639
Toyama,8,2,random,disklavier,RANDOM_P08_D2,0.1655786360728978,0.167400822405835,0.1787462898587122,-0.0398059253315308,0.1235891243903429,0.1343047062581702,0.1671068472438302,0.4422817331591116,0.3063837670643571
Toyama,9,0,random,disklavier,RANDOM_P09_D0,0.0896223336753715,0.448723588789682,0.1513637428122252,0.0364129289600796,0.0714778708701794,0.1637095293823642,0.1422845538041843,0.3037814483876236,0.5553693314936163
Toyama,9,1,random,disklavier,RANDOM_P09_D1,0.0830487098288548,0.270365129131726,0.1572140604229358,0.1028742794032008,0.1279297835037627,0.0299999759077671,0.1589683689225291,-0.1806621250934752,0.5546413058017513
Toyama,9,2,random,disklavier,RANDOM_P09_D2,0.1316690703220019,0.1506191329738395,0.1441173805446699,0.0788439865853644,0.1789647054809396,0.0408381940551703,0.1946040317502985,0.6397320959123663,0.2466015918413019
Toyama,10,0,random,disklavier,RANDOM_P10_D0,0.1124828626713753,0.3799502947066009,0.235175247476634,0.0605944400078707,0.1411359979208954,-0.0138014373555424,0.1556310214431925,-0.3461337383834079,0.4678698517302715
Toyama,10,1,random,disklavier,RANDOM_P10_D1,0.1655294086499169,0.2399959281698655,0.0809770486719819,0.0539808635653382,0.1251588738932879,0.0320346566616103,0.1604924482792533,-0.4852856765762809,0.2492452683604539
Toyama,10,2,random,disklavier,RANDOM_P10_D2,0.153126301563448,0.1413033322788077,0.0790090486958497,0.0553105779055723,0.1736906603012305,0.0184171901588103,0.1108328726785437,0.427072494610484,0.2640690319585848
Toyama,11,0,random,disklavier,RANDOM_P11_D0,0.0603237856268123,0.264615027162831,0.1057895896704913,-0.0298029747927714,0.0992861584600968,-0.0811130266493744,0.1343063545689265,-0.3112061196535126,0.1094128798618403
Toyama,11,1,random,disklavier,RANDOM_P11_D1,0.1579874234513174,0.17631325949399,0.1236552717608515,0.1488904909433498,0.1233617891673693,0.2155437192172104,0.1518708137110488,-0.5461631599076654,0.3159912380215698
Toyama,11,2,random,disklavier,RANDOM_P11_D2,0.1609464645964063,0.0939955301623726,0.0476889014892108,-0.071019601666026,0.1447062078915481,-0.0101997240472915,0.1233051370816727,-0.0343143747644959,0.2940355808186123
Toyama,12,0,random,disklavier,RANDOM_P12_D0,0.0559694171923879,0.3335546124069169,0.0571945550736889,0.1175596432190168,0.0913232982000436,0.2093400367403613,0.1515074879262683,0.3483116711584353,0.4656826925390099
Toyama,12,1,random,disklavier,RANDOM_P12_D1,0.1033995355022486,0.1064652048501406,0.1196694687816786,0.0025051842493279,0.1105148205494353,0.0562142717850713,0.1456220116294043,-0.5525422254133269,0.2450791527724224
Toyama,12,2,random,disklavier,RANDOM_P12_D2,0.1563655561366374,0.1245883155982665,0.0576937403822122,-0.007785178181165,0.1137767036901518,0.0646342330020954,0.1250289214925658,-0.1033877887462413,0.1654066102531771
