piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
BuiJL06M,0.1164995275661118,0.0529214213124518,0.11090422607877781,0.08562524496564046,0.4021532501769191,0.5637930350438631,0.11948409681034743,0.25378208203157837,0.3523044933024746
ChenGuang03M,0.08079903086120704,0.0800550229789005,0.0711029771521269,0.03328424476152687,0.07747586344897042,0.7386395116450272,0.14093487645559669,0.29805845743009535,0.45252010932398123
ChenGuang06M,0.3700869723956449,0.43253980349120763,0.5060082678039639,-0.04720919807936305,0.20428604420222427,0.7082731219680577,0.5500577391156607,0.2314775807704498,0.31377583943719883
Chon08M,0.19122606592580985,0.09075464015430862,0.06736662279139691,0.04611117843775526,0.1277044911991311,0.17853541342546753,-0.006268890458496553,0.27687562549572087,0.19400384845226876
Huang10M,0.18888487941958354,0.04612290371877449,0.1489962790643757,-0.005154284821480035,0.29458792796270455,0.31428440083701525,0.06609168017166114,0.3517503022305857,0.43272617394359636
Huang18M,0.1162988676011905,0.11014455456076135,0.14250238447917707,0.06859618628330243,0.22920975982396316,0.5256484728455132,0.17661049166803905,0.27663667616593507,0.21745373155121506
KOLESO06M_18-1,0.11490660366657886,0.18853786176459922,0.070316850540862,-0.024679930381503148,0.06564543728598947,0.4758896244027685,0.08530405284233591,0.35640527758411056,0.4558997263116486
KOLESO06M_18-4,0.2509830742270082,0.423344395400846,0.31657756796490855,0.01410970187259725,0.2548715121164074,0.7023293621667596,0.7912794311795269,0.5810662815982336,0.3032490812224398
KabuliL10M,0.0859064853527539,0.13720217303642732,0.11961941261621954,-0.12524162436706487,0.3069132294471662,0.41168491143788327,0.10764753117370397,0.35929268543531867,0.48590905176541044
KaszoS16M,0.23134482119122918,0.11040264359696336,0.1693046634472224,0.15963475784719852,-0.015314105646893308,0.7992309987664926,0.08841149579204469,0.22248433324296923,0.31356850758096394
LeungM06M,0.20338752833412269,0.13037047490345305,0.1320801477564368,-0.06234027250150371,0.3270933218408574,0.7585134525768596,0.2696759040253993,0.7030807830016857,0.22647919066906896
LeungR02M,0.0421924528255488,0.17725805378481013,0.04759064320548687,0.044043783169805485,0.13821059009073716,0.5421244209779537,0.11068026861030206,0.4755711857196214,0.49784959636471954
Levitsky05M,0.3209894473409975,0.06818904049352066,0.2708308422335208,0.2301412443467351,0.13501769847049502,0.6056126408867182,0.0832090568921793,-0.21707151702595656,0.41612570302570984
Lin11M,0.21811158565027627,0.08154820943375211,0.18306978643766714,-0.07128542532325781,0.04109842838377986,0.4389864780249406,0.16579024635618475,0.4128064456903743,0.36809832902195827
LuoJ09M,0.3516919504690943,0.10007333916138762,0.32553956203474943,-0.012653643031981954,0.07854851775187484,0.8360761271088849,0.3031910242842675,0.563510652884647,0.5806301121115651
MunA12M,0.5810465002024169,0.3467005535945319,0.4624804498656452,0.15303087748098998,0.24731317746613143,0.7699943567803944,0.21241258744626365,0.06362345816583359,0.2770665041898291
Nikiforov14M,0.22080726024148936,0.29168612580543324,0.29526496196037527,-0.02580567303068918,0.3467488409118282,0.548711267691102,0.17126609825766792,0.29381175614048527,0.3715225818581819
WongWY08M,0.1704359847185851,0.07881565259770897,0.16017700043964136,-0.057247881644862435,0.03926274519503484,0.5949670247145731,0.11321927857650298,0.5760680175180368,0.5335134241057391
YeF11M,0.0888637934042643,0.2807913431207111,0.0801927662455369,-0.08309769125045958,0.16588231284731453,0.5471507564401411,0.18152138825656344,0.39215321218574084,0.16004545808686485
ZhangH05M,0.14960932573728117,0.19128294263526782,0.13699221383664148,0.2125659722779165,0.08192041217532937,0.7264819976899878,0.34940966532731044,0.22266382344264485,0.2828050188118225
