piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
BuiJL06M,0.5579968974867721,0.4543405859389245,0.425042947789684,0.5264140394186729,0.4962040587754293,0.7293579953594416,0.1455129241215707,0.7563415334873856,0.6856993696808502
ChenGuang03M,0.46693814099032965,0.5460232584477167,0.42271532267739687,0.6621322651827761,0.24517875331684316,0.6884585037977338,0.11269684531149907,0.6321604624302056,0.6536522103484398
ChenGuang06M,0.7548821154141154,0.6951478029153983,0.8024843713535802,0.43507136535605606,0.27157912566409514,0.6554984841008782,0.29778697614352295,0.680752141733022,0.517041977720525
Chon08M,0.4974626368197068,0.6212925725312982,0.3573143970012945,0.3862721546418526,0.22516584817207844,0.6598005034432728,0.2557782891439468,0.822385016025792,0.30723269003519893
Huang10M,0.40282795152418616,0.3279885268814896,0.4392452919716719,0.6562620201402017,0.3628227732905019,0.9546939001966804,0.3072856618415321,0.8029923718908956,0.5885872643147828
Huang18M,0.498984280424536,0.5318854358099855,0.5064996250345695,0.5931651159940913,0.5362576303110503,0.9457996236106423,0.6116171479221931,0.8556184062824398,0.4973892916417335
KOLESO06M_18-1,0.4329288093722988,0.4368640718404588,0.5196656838468513,0.5802332793832748,0.19681961535322198,0.6741764037294145,0.16267958177746203,0.6503942447643586,0.5991487292519696
KOLESO06M_18-4,0.795588819568348,0.7707575402272752,0.2640906896330269,0.5429358782509351,0.4138898887895072,0.6518392818940163,0.2764843906822082,0.6966275904079152,0.45234947864882286
KabuliL10M,0.44027464195456295,0.6957029538997983,0.4619502313931673,0.32355567871937113,0.39756882270467636,0.9239388974514487,0.32394332779440194,0.47174591668629323,0.7594178945006027
KaszoS16M,0.7050237611169936,0.5393728951963226,0.4618594163439002,0.10201996538959655,-0.07114403914686608,0.8297233037764136,0.14546282999272278,0.37454017084407326,0.308863455209706
LeungM06M,0.586083644150601,0.5777680036804557,0.45017507877736895,0.42286103883119774,0.2596962327040198,0.8897199592413491,0.8813828805100514,0.9804846130032303,0.3403527871443062
LeungR02M,0.6028546803342363,0.8040071179316175,0.5882127368773055,0.5311419836114447,0.32661729582475424,0.85358189258675,0.37510603411147836,0.7882065082873752,0.731945305048296
Levitsky05M,0.49715703843638587,0.4370013141196706,0.48990467952314515,0.6133172314694928,0.3583877780379749,0.7251038364272092,0.1499715294593975,0.7608655530497405,0.43126085793469987
Lin11M,0.3762150116246247,0.32331288651712736,0.42813106508393317,0.559904778889263,0.24907406239673616,0.8409430784158773,0.35451124461640166,0.7297598596816495,0.5940577426229536
LuoJ09M,0.6209468426630624,0.6722361223037745,0.5818030462324112,0.5142390006952938,0.40267130885819125,0.9419028207476894,0.4724861550913826,0.7568816958054021,0.780612314144121
MunA12M,0.7168085699555141,0.6740439172812459,0.687605722772748,0.6171983684953692,0.4190987285236784,0.9360265241207505,0.21697037534439723,0.21459141812853935,0.4720782590705523
Nikiforov14M,0.5334042908373767,0.6998940485977379,0.5551815806727616,0.2504331802992231,0.4645934720785001,0.7231368914358165,0.18989626656115002,0.3999953744080625,0.6555158135598239
WongWY08M,0.4951184039008943,0.5442412856601742,0.47304278828540713,0.5311821357196975,0.4256846539917956,0.9193656628314225,0.3305780757552366,0.7580156650570166,0.7387523934693214
YeF11M,0.4674959369992342,0.5101791810668154,0.35719523143682536,0.4638302827608367,0.31955274641002723,0.8644637440517434,0.3832296122378106,0.8790759220465567,0.3422079008045179
ZhangH05M,0.3433627674177901,0.2630188430626768,0.38456011164480564,0.6241212692887824,0.3808464494600328,0.8911933949391236,0.36853312255220794,0.8123585993336523,0.5965183002050327
