piece_id,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_ioi_corr,acc_ioi_corr,cloud_diameter_corr,cloud_momentum_corr,tensile_strain_corr,dyn_corr
BuiJL06M,0.4518022216663215,0.4042335896189794,0.4365939883871672,0.544335504813265,0.4596368420052444,0.7255515439012741,0.1456438624675686,0.7478988432731033,0.6908072099304124
ChenGuang03M,0.438980095936071,0.4466278948514676,0.4865553695819162,0.6274424173547842,0.4270168007637693,0.7321662985073111,0.1127448792975001,0.7121417782023924,0.666283268448782
ChenGuang06M,0.7084960912802785,0.6860208169030887,0.7264740348663588,0.49593485916102,0.3207201405153179,0.8034020527989911,0.4122818309684411,0.7628843491729339,0.5300849370445733
Chon08M,0.4360525278032638,0.5873016756429854,0.3516309218374006,0.4149214030488662,0.3177758742849342,0.6560454024844391,0.2319487081107051,0.8165188978323468,0.2891548217092224
Huang10M,0.4122712033887598,0.3117093457996489,0.4190063507621601,0.529915892837675,0.4744449430322264,0.6901076051998876,0.0578007196047673,0.6487686414816493,0.5590940845788457
Huang18M,0.547752430037497,0.5340820286021581,0.6115095818547777,0.5977950559978613,0.5778312605798483,0.8554858962039791,0.3402841445814916,0.5974160471705906,0.4842673507933148
KOLESO06M_18-1,0.3889439554357614,0.3947221490414874,0.4038230860644161,0.5127030473404034,0.2574686504606024,0.7185391103017477,0.187826047022763,0.7406546562594526,0.6010756881068358
KOLESO06M_18-4,0.7332701263651122,0.6490617378513139,0.2003518725358333,0.5432913969141544,0.3763028897265372,0.6201071172741038,0.2778909432643309,0.697951846429298,0.3664271262624707
KabuliL10M,0.5584094336402449,0.4545288198409003,0.5254742517974548,0.3699494035431331,0.4022182574747374,0.9154006525858136,0.3270633370035935,0.793201905235874,0.792284457752443
KaszoS16M,0.6795030175147759,0.4769771386306036,0.3738544344009409,0.1803519530509748,-0.105349316630378,0.8499359113204292,0.1483973220790446,0.394833748725171,0.3652215538757255
LeungM06M,0.5547604281086744,0.5804592913610588,0.3961940194601994,0.4483785102303645,0.2830463309859294,0.4325680606125637,0.1653790023530877,0.7249157679566979,0.3003283946517737
LeungR02M,0.570120761195495,0.7670660640041508,0.568969630420205,0.5790724370043843,0.417230708172602,0.8232758146902003,0.3335145638009384,0.7458117357903742,0.7772547160648712
Levitsky05M,0.4602059672119944,0.2232872008251196,0.4360792722956311,0.6073140900134217,0.429903987934892,0.7464546021858741,0.1455862078411014,0.7431832940087839,0.5334905277538969
Lin11M,0.5221622794678726,0.3522710901030023,0.5376247068943445,0.5749264827762336,0.2574559117486132,0.8357854520832462,0.3436472450031451,0.7308034016704789,0.4666725656525551
LuoJ09M,0.7928404384845932,0.4667580488752746,0.8032722177497592,0.4808088517281827,0.4529140622026879,0.7420434195042241,0.2910533678702742,0.7582149627432622,0.7400068548883207
MunA12M,0.8109170549454714,0.6981855908833348,0.7642900334345716,0.7015312221385636,0.6617531539690753,0.9432631574847986,0.2957236919072141,0.9060754584329598,0.50590586433097
Nikiforov14M,0.560466711423589,0.3619259682887986,0.5486707609881009,0.2873009284696222,0.491220187788898,0.7891966831543958,0.2376419051062345,0.3820814878551215,0.6798710179648868
WongWY08M,0.6417870681802348,0.6142947641470923,0.6279381430034391,0.618168474759339,0.4153804952426337,0.7557755689535652,0.2217982967268102,0.7766350476804205,0.7684679706916219
YeF11M,0.4523195034981168,0.6010741139837725,0.3390942628678134,0.4934923022432659,0.416398943332234,0.8576396796215304,0.3649025098051243,0.8809741143416917,0.3291156802872463
ZhangH05M,0.4155590675168885,0.2492971062830576,0.4490265126232516,0.6002179146493015,0.4400574375820675,0.6967535605099096,0.1471972687818737,0.7596223976640848,0.5164139498381993
